,SHOP_JUL_NET,PAY_JUL,SHOP_AUG_NET,PAY_AUG,SHOP_SEP_NET,PAY_SEP,SHOP_OCT_NET,PAY_OCT,SHOP_NOV_NET,PAY_NOV,SHOP_DEC_NET,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
34005488,0.0,-2,0.0,-2,0.0,-1,0.02772,-1,0.332210000067,-1,-0.355630000067,-1,F,graduate school,single,22/01/1986,0
58996480,-0.01972,-1,-0.000335,2,0.004905,0,-0.00196,0,0.001185,0,-0.000455,0,F,high school,married,16/01/1974,0
41269151,0.8572,0,0.07865,0,0.01,0,-0.0425,0,-0.00845,2,0.03035,1,F,high school,single,04/01/1970,0
54925120,0.756899999944,0,0.0163333333333,0,0.0416208334172,0,0.145054166695,0,-0.0247916666667,0,-0.0127291666667,0,F,graduate school,single,01/01/1988,0
56423387,0.0180518518519,-1,-0.00793333333333,-1,-0.014162962963,-1,0.00962222222222,-1,-0.0225851851852,-1,0.00504814814815,-1,F,graduate school,married,06/01/1966,0
30681904,0.0,-2,0.0,-2,0.0,0,0.40945,0,0.404265000034,0,-0.0131849999665,2,M,university,single,21/01/1984,1
10872689,0.858979999732,2,-0.0658599994633,2,0.0206,2,-0.0194600001342,2,-0.0242200002683,2,-0.0486600001342,2,F,graduate school,married,21/01/1983,1
52211921,0.123575,0,0.137741666667,0,0.206708333389,0,0.123324999888,0,-0.0133916666108,0,-0.0102583334451,0,M,university,single,,0
23909810,0.109253846171,0,-0.000415384598184,0,-0.00278974360694,0,-0.0240461538634,0,-0.0256974358974,0,-0.0377025641026,-1,M,graduate school,single,04/01/1988,0
52207017,-0.00296200002683,0,0.02243,0,0.0418340000537,0,0.0761919999597,0,0.0180520000268,0,0.0675939999866,0,F,university,single,16/01/1982,0
10985930,0.34436,2,0.0221,2,-0.03456,2,-0.00772,2,-0.0084,2,-0.00836,1,M,university,married,24/01/1967,1
50206169,0.468758333445,0,-0.0123083335569,0,-0.0119749999441,0,0.0342666666108,0,0.137666666667,2,0.361166666667,1,F,high school,married,04/01/1955,1
36872849,0.00440689655172,-1,-0.00306206896552,-1,-0.000303448275862,-1,-0.00104137931034,-1,0.00548620689655,-1,-0.00548620689655,-2,F,university,single,16/01/1987,0
31681972,0.0,0,0.1035,0,-0.00287333333333,0,0.00223333333333,0,-0.00674,0,-0.00421333333333,0,M,graduate school,single,14/01/1972,0
49902601,-0.05008,-2,0.048665,-2,-0.0182425,-2,0.00438,-2,-0.0298925,-2,-0.003395,-2,F,university,single,14/01/1979,0
50561918,-0.0066,-2,0.06,-2,-0.04272,-2,0.00071,-2,0.00092,-2,0.01944,-2,F,university,married,09/01/1981,0
46730642,0.22576,0,0.08076,0,-0.01664,0,0.00754,2,0.00276,2,-0.08386,2,M,university,single,24/01/1994,1
13673924,0.287327586207,0,-0.0180172413793,0,-0.0110655171951,2,0.00721379308032,2,-0.0352620690118,2,0.0058206896783,1,F,high school,married,20/01/1958,0
16303077,0.4058,0,0.00185,2,0.034,2,-0.02365,2,0.039,0,-0.01815,0,F,high school,single,28/01/1962,0
17507873,0.49325,0,-0.0408,0,-0.02615,2,-0.0267,0,-0.0929,0,0.03255,0,M,university,single,01/01/1994,0
35350659,0.26402,0,-0.00456666666667,0,-0.00579333324389,0,-0.00641333351222,0,-0.00473333333333,0,-0.00713999986583,0,M,high school,married,26/01/1982,0
33327740,0.3451,0,-0.0781,0,-0.0094,0,0.2427,0,-0.2819,0,-0.1307,0,M,university,single,23/01/1994,0
37153557,0.91125,0,-0.0202727272727,0,-0.0211818181818,0,-0.023199999939,0,-0.0259772727273,0,-0.0117045454545,0,F,university,married,10/01/1984,0
35682819,0.0697153846154,-2,-0.0624846153846,-2,0.0207076923077,-2,-0.0201538461538,-2,0.00674615384615,-2,-0.00601538461538,-2,M,university,married,05/01/1968,0
22830059,0.11076,-1,-0.11134,0,0.35062,0,0.18252,0,0.318360000268,0,0.0665,0,M,university,single,28/01/1994,0
58275848,-0.00633333333333,2,0.000833333333333,3,0.0,-1,-0.00166666666667,-2,0.0,-2,0.0,1,F,high school,married,27/01/1977,0
47179081,0.1628,0,-0.00394,0,-0.00064,0,-0.0034,0,-0.02008,0,-0.02042,0,M,university,single,27/01/1992,0
23138056,0.24542,-1,-0.32542,-2,0.0,0,1.349,0,0.2843,0,-0.185820000268,0,M,university,single,26/01/1962,0
28616704,0.80255,0,-0.0278,0,-0.0191,0,-0.01755,0,-0.0506,0,-0.0513,2,M,high school,married,18/01/1982,0
14984913,0.942633333333,0,-0.0143,0,-0.0163,0,0.0750333333333,0,0.00633333333333,0,-0.0500666666667,0,M,graduate school,married,21/01/1979,1
27747208,0.001328,-2,-0.001264,-2,-0.001264,-2,0.001264,-2,0.001264,-2,-0.002528,-2,F,graduate school,single,01/01/1977,0
56036716,0.0,0,0.05122,0,0.038,0,0.0106,2,0.1123,2,-0.03566,2,F,graduate school,single,09/01/1994,1
45674314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,23/01/1974,0
31353338,0.68685,0,-0.0297,0,-0.0161,0,-0.02295,0,-0.0535,0,-0.05475,0,F,high school,married,09/01/1963,0
44176526,0.326209999966,0,-0.00898499996646,0,-0.0068,0,-0.00229000003354,0,-0.00308499996646,0,-0.00269499993292,0,M,graduate school,single,31/01/1983,0
25718125,0.44162,0,0.454619999866,0,-0.265739999866,0,0.1455,0,0.0812600001342,2,0.0215399998658,2,M,graduate school,single,24/01/1980,1
27874748,0.0,0,0.9615,0,-0.14,0,-0.19115,0,0.0926,2,0.0318,1,M,university,single,15/01/1982,0
23425314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.015675,-1,F,graduate school,married,23/01/1979,0
53012372,0.156146000013,0,-0.00692800004025,0,-0.00726399998658,0,-0.00739,0,-0.00759,0,-0.0064,0,F,graduate school,single,17/01/1987,0
36112762,-0.000361111111111,-2,-0.000483333333333,-2,0.00123888888889,-2,0.0,-2,0.00763333333333,-2,-0.00332777777778,-2,F,graduate school,single,29/01/1983,0
26882469,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.04096875,0,F,graduate school,married,06/01/1978,0
42504404,0.879642857335,0,0.031985714094,0,-0.00502857133274,0,0.031485714094,0,-0.0224428568554,0,0.0250571426655,0,F,university,married,09/01/1985,0
15259008,0.0,-2,0.0,-2,0.0,-2,0.0,2,0.0825,2,0.0896,1,F,university,married,01/01/1969,1
14225769,0.0,-2,0.0,-2,0.0,-2,0.0,0,1.07776666667,0,-0.0307599999106,0,M,university,single,29/01/1988,0
18434214,0.6048,0,-0.0128650000335,0,-0.0368199999329,0,-0.00509000003354,0,0.391334999966,2,0.0256050000671,1,M,graduate school,married,29/01/1973,1
54719570,0.695379999732,2,-0.0150599994633,2,-0.0156600001342,2,-0.0125399998658,2,-0.00872000026833,2,-0.02336,3,F,graduate school,single,20/01/1989,1
48965302,0.3807,0,-0.00876,0,-0.00812,0,-0.00762,0,-0.00536,0,-0.02046,0,M,university,single,28/01/1989,0
12194391,0.0130538461538,0,-0.00355,-1,-0.0160769230769,-1,0.00111923076923,-1,-0.00223846153846,-1,0.00223846153846,-1,M,graduate school,single,30/01/1964,0
40465954,-0.000252173913043,-1,-0.00809565217391,-1,-0.00202608695652,-1,-0.000539130434783,2,0.0,-1,-0.00217391304348,1,F,other,single,09/01/1990,0
42811697,1.0,0,-0.05,0,0.0,0,-0.02,2,0.03735,0,-0.14095,0,F,university,single,,0
19482763,0.23918,0,-0.05774,0,-0.02288,0,-0.02745,0,-0.00997,0,-0.01034,0,F,university,single,25/01/1993,0
11640981,0.388371428571,0,-0.0573428571429,0,0.450985714477,0,0.0260428567595,0,0.0821571430488,0,-0.0323714287631,2,F,graduate school,single,21/01/1966,1
44106552,0.44408518521,0,-0.0112074074571,0,0.130988888864,2,0.0159481481978,0,-0.044951851827,0,0.0122222222222,0,M,university,married,02/01/1967,0
17542728,0.677062499916,0,-0.001625,0,0.013,0,0.216287500084,0,0.0378999999161,0,-0.0124375,0,F,graduate school,single,12/01/1991,0
58877422,0.0125,-2,0.0473125,-2,-0.0112875,-2,0.0166,-2,-0.0265375,-2,0.0497875,-2,F,high school,,09/01/1979,0
14817300,0.00750555555556,0,-0.00555555555556,-1,-0.00195,-2,0.0,0,0.0164611111111,0,0.0468333333333,0,F,university,single,25/01/1991,0
34759410,0.271834482735,0,-0.00358620689655,0,-0.00202758623003,0,0.100324138,0,0.0496068964823,0,0.0988000000925,0,F,university,married,21/01/1980,0
57651201,0.477752380984,0,0.0299476189837,0,0.00674285720675,0,0.0117285714605,0,0.00779523806329,0,0.00744761898373,0,F,graduate school,single,25/01/1985,0
34314186,-0.0850460000134,-1,-0.04557,0,-0.0266659999866,-1,0.005844,-1,0.00453,-1,-0.01069,-1,M,graduate school,single,14/01/1987,0
31011514,0.51718,0,-0.00404,0,-0.00348,0,0.00016,0,-0.01152,0,-0.00498,0,F,high school,single,09/01/1965,1
57180533,0.347089655196,0,-0.00592068963204,0,-0.00471034487385,-1,-0.354955172414,-1,-0.00071724137931,-1,1.03584827591,0,M,other,married,03/01/1964,0
14307770,0.057204,0,0.02458,0,-0.00624,0,-0.003292,0,-0.005,0,-0.009408,0,M,university,married,26/01/1977,0
50058832,0.483704347797,0,-0.0135347826379,0,-0.00978260869565,0,0.0798869566092,0,0.181408695594,0,-0.0105217391304,0,F,graduate school,single,11/01/1983,0
19290751,-0.01434,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.006215,-1,F,university,single,21/01/1988,0
38095649,0.357714285714,0,-0.00754285714286,0,0.3562,0,0.261800000192,0,-0.0048285715244,0,0.0475999999042,0,F,high school,single,18/01/1973,1
40622577,0.863138888889,0,0.00954444448171,0,-0.0234555555183,0,-0.0243555556674,0,-0.00983333333333,0,0.0357388889262,0,M,graduate school,married,10/01/1968,0
39360422,1.7813,0,-0.969,0,0.0277,0,-0.0481,0,-0.0567,0,0.0794,0,M,university,married,10/01/1983,0
51888682,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.7205,0,0.187660000134,0,F,university,single,18/01/1975,0
42708913,0.247641666611,0,0.264341666778,0,0.176008333305,0,0.0460874999161,0,-0.00246666663872,0,-0.0046875,0,M,university,single,09/01/1981,0
17978679,0.0163347826087,0,-0.00156956521739,2,0.00336956521739,0,-0.00600434782609,0,-0.00183043478261,0,-0.00230869565217,0,F,university,married,04/01/1974,0
16465347,0.0,-1,0.2654,-1,-0.2473,2,0.67045,2,0.03195,-1,0.21765,-1,F,university,single,22/01/1995,0
56224628,0.162033333333,0,0.0225666666667,0,0.1432,0,-0.0184444444444,2,0.0102,2,-0.00717777777778,2,M,high school,married,17/01/1978,0
55132008,0.0235076923077,0,-0.00314358974359,-1,0.00256666666667,-1,-0.0263102564103,-1,-0.00174871794872,-1,0.00532051282051,-1,F,university,married,15/01/1984,0
39053772,0.698688888814,2,-0.0138333333333,2,-0.0155999998509,2,-0.0171888888144,0,-0.0643222224458,0,-0.0143222220731,0,M,graduate school,single,29/01/1989,0
57778720,0.6972,0,-0.0209,2,0.0168333333333,2,-0.0378666666667,2,0.205033333333,2,-0.0296,1,M,graduate school,single,08/01/1982,0
57560665,0.906879999732,2,0.0355400005367,0,-0.00324000053667,0,0.00184000053667,2,0.0221399998658,2,-0.0273800004025,1,F,graduate school,single,26/01/1992,0
59399671,0.598699999888,0,-0.000649999776388,0,0.288466666778,2,0.0956499997764,0,-0.0463333333333,0,-0.00393333355695,0,M,graduate school,single,23/01/1988,0
26256621,0.682411111037,0,0.0102999999255,0,0.158588888963,0,0.0661777779269,0,0.0438444442208,0,-0.014211110962,0,F,high school,married,01/01/1975,0
43915012,0.00958571428571,0,0.00937142857143,0,0.00245714285714,0,0.0118714285714,0,0.0124857142857,0,0.00548571428571,0,M,university,married,09/01/1985,0
53043634,0.593469230872,2,0.0121923076923,2,-0.0427615386163,2,0.0178307692824,2,-0.0140923076407,2,-0.020930769334,1,F,university,married,19/01/1987,0
15245631,0.56274117655,0,0.0312647058824,0,0.160841176313,0,0.0710529412949,0,0.045905882274,0,0.0147764705488,-1,F,university,married,02/01/1979,0
48898147,-0.000512820512821,-2,0.0,0,0.0188487179487,0,-0.00298974358974,-1,0.00242564102564,-1,-0.000684615384615,-1,M,university,single,30/01/1987,0
14293401,0.34588,0,0.0266,0,-0.00872,0,-0.00768,0,-0.01286,0,-0.01088,-1,M,graduate school,single,13/01/1990,0
31576423,0.0989892857143,0,-0.00308928571429,0,-0.00255,0,-0.00366785714286,0,-0.00378214285714,0,-0.00379642857143,0,F,university,single,06/01/1990,0
25970922,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,married,10/01/1972,0
43904937,0.558115000034,0,0.0409150000335,0,0.0546849999665,0,0.230675,0,0.0623299998994,0,-0.0321699999329,0,M,high school,married,02/01/1982,0
14811882,-0.0836029411765,-2,-0.01195,-2,0.0240235294118,-2,0.00869411764706,-2,-0.00127058823529,-2,0.0148294117647,-2,M,university,single,08/01/1980,0
31246977,-2.1478,0,0.1824,0,0.75375,0,0.16905,0,0.14385,0,0.0713,0,F,university,single,03/01/1990,0
13319779,-0.0114434782609,-1,0.0264434782609,0,-0.0445913043478,-1,0.0285043478261,0,0.0786086956522,0,0.0142565217391,0,F,graduate school,single,01/01/1985,0
21343766,0.339155555593,0,-0.00921666677847,0,-0.00745555551829,0,-0.00585000003727,0,-0.00584999985093,0,-0.0055,-1,M,high school,married,10/01/1986,0
35431375,0.183441463447,0,0.0104365853331,0,0.00415609752825,0,-0.00505365852022,0,-0.00067804879685,0,0.001141463431,0,F,graduate school,single,19/01/1985,0
41541071,-0.090625,0,0.028575,0,0.076975,-1,0.0223625,-1,0.385325000084,-1,-0.525125000084,1,F,high school,single,21/01/1984,0
27800416,-0.0704411764706,-2,-0.00419411764706,-2,0.0098,-2,-0.00409411764706,-2,0.0251764705882,-2,-0.00731176470588,-2,F,graduate school,married,28/01/1965,0
28301376,0.0,-2,0.0,-2,0.0,0,0.21255,0,0.771089999866,0,-0.0151799997317,0,M,graduate school,single,18/01/1986,0
47570428,0.0083125,-1,-0.010625,-2,0.0,-2,0.0,-1,0.0308375,-1,0.2346875,-1,F,graduate school,married,11/01/1973,0
34946556,0.848174999832,0,0.0167375002516,0,-0.0275750001677,0,0.0188999999161,0,-0.0232624997484,0,-0.0206625000839,0,F,high school,single,23/01/1984,0
43347686,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,15/01/1969,0
18029305,0.38534999997,0,-0.0249000000305,0,-0.0247954545455,0,0.219745454637,0,0.0687954545455,0,-0.0805727273337,0,M,graduate school,married,10/01/1976,0
11687785,0.169028571429,0,0.118642857143,0,0.0415428571429,0,0.347985714094,0,0.131914286002,0,0.000142857142857,0,F,graduate school,single,08/01/1987,0
56149821,0.512154166723,2,0.0105541665549,2,-0.013112499972,2,-0.0300249999161,2,-0.00947916666667,2,0.0130291666387,1,M,graduate school,married,23/01/1969,1
47301543,-0.00462,0,-0.0198933333333,0,0.04278,0,0.0002,0,-0.0195533333333,0,0.00134666666667,0,F,university,single,27/01/1979,0
14255991,0.050005,0,0.0279,0,0.047325,0,0.00626,0,0.14371,0,-0.004075,0,M,high school,single,21/01/1989,0
42907956,-0.00262916666667,-2,-0.00269166666667,-2,0.0073125,-2,-0.00914166666667,-2,0.000983333333333,-2,0.002725,-2,F,university,married,26/01/1963,0
58775458,-0.15691999997,-1,0.0175133333333,-1,0.0142666666667,-1,-0.0348755555556,-1,0.00493333333333,-1,-0.000971111111111,-1,M,graduate school,single,10/01/1985,0
37453623,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.00616666666667,-1,M,graduate school,single,15/01/1981,0
22322639,0.05776,0,-0.09462,0,0.01438,0,-0.02692,0,-0.0192,0,0.1778,0,M,university,married,03/01/1983,1
29415896,-0.102042857143,-1,0.0050619047619,2,0.00262380952381,0,0.0103666666667,0,-0.0134666666667,0,0.0641047619048,0,F,graduate school,single,10/01/1983,1
20085436,0.042675,0,-0.002085,0,0.000395,0,-0.00281,0,-0.002945,0,0.000475,0,F,graduate school,married,19/01/1976,0
10492538,-0.0397181818182,-1,0.0291909090909,-1,0.0525136363636,-1,-0.0245409090909,-1,-0.0245909090909,-1,-0.0373227272727,-1,F,graduate school,single,16/01/1983,0
58136883,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,08/01/1975,1
36208236,0.507988235334,0,0.00622352945123,0,-0.380588235373,0,0.14085882349,0,0.122252941216,0,-0.000182353020098,0,F,high school,married,28/01/1976,0
16123359,-1.9409,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,university,married,13/01/1971,0
49625782,0.00487777777778,-1,0.00585,0,-0.0105555555556,2,0.0,2,0.0,-1,-0.000172222222222,1,F,high school,married,25/01/1965,1
27268339,0.9268,2,0.0455666666667,2,-0.0222666666667,2,-0.0637,2,0.0259333333333,2,-0.0948,2,F,high school,married,07/01/1983,0
14814382,0.0,-2,0.0,0,0.144766666667,0,-0.00346,0,0.00112,0,-0.00286666666667,0,F,high school,married,20/01/1975,0
21146704,0.837028571333,2,0.0997285716202,2,-0.0169642857143,2,-0.0507142857143,2,0.025985714094,2,-0.0245142856664,2,M,university,married,01/01/1978,0
36965860,0.84953939396,0,0.231327272748,0,0.101427273174,0,0.108172726338,0,0.503299999959,0,-0.0058303023798,0,M,graduate school,single,06/01/1972,0
22390048,0.00212888888889,-1,0.00864666666667,-1,-0.0139222222222,-1,0.00260666666667,-1,-0.00260666666667,-1,0.00444444444444,-1,F,graduate school,married,12/01/1947,1
46001887,0.0,-1,0.000607692307692,-1,0.00776538461538,-1,-0.00838846153846,-2,0.0,-1,0.00441923076923,-1,F,high school,married,24/01/1975,0
18140855,-0.0084380952381,-1,-0.00471428571429,-1,0.0275476190476,-1,-0.0262904761905,-2,0.0115476190476,-2,-0.0153523809524,-2,F,university,single,01/01/1992,0
12362097,0.00022,-1,-0.0006,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,F,graduate school,single,02/01/1984,0
14064181,0.5936,0,-0.03725,0,-0.03825,0,0.26045,0,0.02335,0,-0.0024,0,F,graduate school,single,28/01/1993,0
43553867,-0.546976923077,0,-0.0377,-1,-0.0291846153846,-1,0.0390538461538,0,-0.0299153846154,-1,-0.0106615384615,1,F,graduate school,single,23/01/1989,0
30975124,0.0,-2,0.0,-2,0.0,-1,0.09417,-1,-0.00226,0,0.0934700000671,0,F,university,single,20/01/1989,0
20261861,-0.431233333333,-1,0.01605,-1,0.0368,-1,-0.0400833333333,-1,-0.0114833333333,-1,0.0133833333333,-1,F,high school,married,27/01/1974,0
18418172,0.29125,0,0.6549,0,0.907949999665,0,-0.990649999665,0,-0.05645,0,-0.03505,0,M,university,single,20/01/1994,0
52754718,-0.0677352941176,-1,0.0682823529412,0,0.0480705882353,0,-0.00968823529412,0,0.070888235373,0,0.157664705725,0,F,graduate school,single,27/01/1977,0
41267590,0.421519999933,0,-0.0153699999329,0,0.495560000134,0,0.0370399998658,0,-0.0138600001342,0,0.0268100001342,0,F,graduate school,married,04/01/1990,0
43434251,0.0,-2,0.0,-2,0.0,2,0.0104166666667,2,0.0,2,0.0,2,F,graduate school,married,02/01/1976,1
55746156,0.150355999946,0,-0.0213759999463,0,0.00594799997317,0,-0.00201999997317,0,0.0524960000537,0,0.00238799997317,0,F,university,single,13/01/1987,0
19085663,0.198,0,-0.01588,0,-0.01628,-1,0.8014,-1,-1.028,-2,0.0,1,F,university,single,30/01/1992,0
50161819,-0.0108117647059,-1,-0.00514117647059,-1,-0.0016,2,0.0198529411765,-1,0.000970588235294,-1,-0.00697058823529,-1,F,university,married,28/01/1977,0
27310672,1.01349166655,2,-0.0224249998323,3,0.00576666661076,2,-0.0363499999441,2,-0.0219583333333,2,-0.00025,2,M,graduate school,married,01/01/1964,0
41703556,0.780245833277,0,-0.0151458333333,0,-0.0166708332495,0,-0.00896666663872,0,0.000862499972049,0,-0.00300833330538,0,F,graduate school,single,07/01/1988,0
30735244,0.797357142857,0,-0.0237285716202,0,0.0370428572387,0,0.00688571418988,0,0.0109857145732,0,-0.0134142860018,0,M,university,married,31/01/1977,1
10580182,-0.04434,-1,-0.00294,-1,0.0196666666667,-1,-0.01382,-1,-0.0126066666667,-1,0.02292,-1,M,university,married,02/01/1981,0
17341734,0.890639999866,0,-0.0268799997317,0,-0.0063,0,-0.0235200002683,0,-0.0256799997317,0,-0.0257200002683,0,M,high school,married,03/01/1977,1
43752591,0.55624,0,-0.02056,0,-0.01254,2,0.01534,2,-0.05518,2,0.01458,1,F,university,married,28/01/1977,1
37664751,0.0533333333333,-1,0.634466666667,0,0.177033333333,0,-0.0341333333333,0,0.0769,2,0.0293333333333,1,F,university,married,31/01/1993,0
21624785,0.864166666667,0,0.0199333333333,0,0.0109,0,-0.0302,0,-0.052,0,-0.000133333333333,2,F,high school,married,,0
56309208,0.626607142857,0,0.0641357141899,0,-0.00897857138065,0,0.137442857095,0,0.0574357143815,0,-0.0425642856185,0,F,university,married,03/01/1989,0
22082669,0.01165,-1,-0.00818333333333,0,0.00346666666667,-1,-0.0173333333333,-2,0.00693333333333,-2,0.00346666666667,1,M,graduate school,married,27/01/1965,1
30586795,1.01083333333,0,-0.0576000002236,0,0.0151833335569,0,0.0254333335569,0,-0.00651666689028,0,0.000566666443055,0,F,university,married,24/01/1984,0
28986525,0.0243181818182,-1,-0.013,0,0.0113181818182,0,-0.00909090909091,-1,-0.00222727272727,-1,0.0,-1,F,university,married,08/01/1981,0
26703442,-0.00528,-1,0.0,-1,0.0,-1,0.0,2,0.00528,-1,-0.00528,-1,M,graduate school,married,31/01/1953,0
19677878,0.03575,-1,0.0574875,-1,-0.0917416666667,-1,0.0030125,-1,0.220041666611,-1,-0.178241666611,-1,M,graduate school,single,26/01/1981,0
18147124,-0.00128965517241,-1,-0.000756896551724,-1,-0.000705172413793,-1,0.00811896551724,-1,-0.00750517241379,-1,0.000574137931034,-1,M,graduate school,single,09/01/1985,0
12127861,0.453066666667,0,0.0886333333333,0,-0.0263,0,-0.0266333333333,2,0.0186333333333,2,-0.110133333333,2,F,graduate school,single,11/01/1992,1
27364607,-0.008395,-1,-0.001145,-1,0.005015,-1,-0.001585,-1,-0.00653,-1,0.02796,-1,F,university,married,13/01/1975,0
54922116,-0.22829,-1,0.0272749999665,-1,-0.0398199999665,0,-0.066455,-1,-0.05986,-1,0.055675,-1,F,university,single,25/01/1989,0
57849014,0.849160000134,0,-0.0193800004025,0,-0.00953999986583,2,0.0235800004025,3,0.0198599994633,4,0.0203200002683,5,M,university,single,08/01/1984,0
24131070,0.7034375,0,-0.0908624998323,0,-0.0410625,0,0.0630749997484,0,-0.0114624999161,0,-0.0110375000839,0,M,graduate school,married,18/01/1970,0
41300207,-0.31802,-2,-2.66666666667e-05,-2,0.0360266666667,-2,-0.00683333333333,-2,-0.00820666666667,-2,0.03326,-2,F,university,single,19/01/1976,0
41961355,0.313925000042,0,-0.018625,0,-0.0185250001258,2,0.0213312500419,2,-0.00991874995807,0,-0.05440625,0,M,university,single,09/01/1989,0
14627721,0.921400000268,0,-0.022,0,-0.0191,0,-0.0198600001342,0,0.0282199995975,0,-0.00905999946333,0,M,university,single,10/01/1979,0
56510236,0.0479133333333,0,0.0108733333333,0,0.0122733333333,0,0.01209,0,0.0112,2,0.0159333333333,1,F,graduate school,single,15/01/1979,0
53539996,0.18722,-1,-0.02804,0,0.05196,0,0.759980000268,0,-0.0259200002683,0,-0.0380600001342,2,F,university,married,04/01/1980,0
46103696,-0.0438033333333,-1,-0.0243566666667,-1,0.00837333333333,-1,0.02002,-1,-0.00559333333333,-1,0.00469333333333,-1,,university,married,,1
39880494,-0.0027125,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0034375,-2,F,graduate school,married,14/01/1958,0
