,SHOP_JUL_NET,PAY_JUL,SHOP_AUG_NET,PAY_AUG,SHOP_SEP_NET,PAY_SEP,SHOP_OCT_NET,PAY_OCT,SHOP_NOV_NET,PAY_NOV,SHOP_DEC_NET,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
33327740,102.8867336,0,-23.2844216,0,-2.8024784,0,72.3576072,0,-84.0445384,0,-38.9663752,0,M,university,single,23/01/1994,0
37153557,5976.88146,0,-132.968656,0,-138.931376,0,-152.168614,0,-170.384724,0,-76.77002,0,F,university,married,10/01/1984,0
35682819,270.2006568,-2,-242.1758728,-2,80.2582112,-2,-78.111632,-2,26.1465272,-2,-23.3142352,-2,M,university,married,05/01/1968,0
22830059,165.1077168,-1,-165.9723112,0,522.6622216,0,272.0789136,0,474.5728852,0,99.13022,0,M,university,single,28/01/1994,0
58275848,-33.987504,2,4.47204,3,0.0,-1,-8.94408,-2,0.0,-2,0.0,1,F,high school,married,27/01/1977,0
47179081,242.682704,0,-5.8732792,0,-0.9540352,0,-5.068312,0,-29.9328544,0,-30.4396856,0,M,university,single,27/01/1992,0
23138056,365.8426856,-1,-485.0970856,-2,0.0,0,2010.92732,0,423.800324,0,-276.998158,0,M,university,single,26/01/1962,0
28616704,478.5380936,0,-16.5763616,0,-11.3887952,0,-10.4645736,0,-30.1713632,0,-30.5887536,2,M,high school,married,18/01/1982,0
14984913,843.0987944,0,-12.7900344,0,-14.5788504,0,67.1104136,0,5.664584,0,-44.7800272,0,M,graduate school,married,21/01/1979,1
27747208,9.8981152,-2,-9.4210976,-2,-9.4210976,-2,9.4210976,-2,9.4210976,-2,-18.8421952,-2,F,graduate school,single,01/01/1977,0
56036716,0.0,0,76.3526296,0,56.64584,0,15.801208,2,167.403364,2,-53.1576488,2,F,graduate school,single,09/01/1994,1
45674314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,23/01/1974,0
31353338,409.5494232,0,-17.7092784,0,-9.5999792,0,-13.6844424,0,-31.900552,0,-32.645892,0,F,high school,married,09/01/1963,0
44176526,1945.098891,0,-53.575039,0,-40.546496,0,-13.654629,0,-18.394991,0,-16.06953,0,M,graduate school,single,31/01/1983,0
25718125,658.3141016,0,677.6929414,0,-396.133303,0,216.89394,0,121.132657,2,32.109247,2,M,graduate school,single,24/01/1980,1
27874748,0.0,0,573.315528,0,-83.47808,0,-113.9773928,0,55.2147872,2,18.9614496,1,M,university,single,15/01/1982,0
23425314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,93.465636,-1,F,graduate school,married,23/01/1979,0
53012372,2327.637193,0,-103.274311,0,-108.282995,0,-110.161252,0,-113.142612,0,-95.40352,0,F,graduate school,single,17/01/1987,0
36112762,-1.937884,-2,-2.5937832,-2,6.6484328,-2,0.0,-2,40.9638864,-2,-17.8583464,-2,F,graduate school,single,29/01/1983,0
26882469,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,195.428148,0,F,graduate school,married,06/01/1978,0
42504404,1835.7724204,0,66.75265,0,-10.494387,0,65.709174,0,-46.837165,0,52.293054,0,F,university,married,09/01/1985,0
15259008,0.0,-2,0.0,-2,0.0,-2,0.0,2,73.78866,2,80.1389568,1,F,university,married,01/01/1969,1
14225769,0.0,-2,0.0,-2,0.0,-2,0.0,0,4819.815644,0,-137.55995,0,M,university,single,29/01/1988,0
18434214,3606.253056,0,-76.710393,0,-219.54735,0,-30.350245,0,2333.421031,2,152.675446,1,M,graduate school,married,29/01/1973,1
54719570,1036.589058,2,-22.44964,2,-23.344049,2,-18.693127,2,-12.99873,2,-34.8222848,3,F,graduate school,single,20/01/1989,1
48965302,567.501876,0,-13.0583568,0,-12.1043216,0,-11.3589816,0,-7.9900448,0,-30.4993128,0,M,university,single,28/01/1989,0
12194391,101.1873584,0,-27.5179528,-1,-124.620848,-1,8.6757576,-1,-17.3515152,-1,17.3515152,-1,M,graduate school,single,30/01/1964,0
40465954,-1.7291888,-1,-55.5129232,-1,-13.8931376,-1,-3.6968864,2,0.0,-1,-14.9068,1,F,other,single,09/01/1990,0
42811697,596.272,0,-29.8136,0,0.0,0,-11.92544,2,22.2707592,0,-84.0445384,0,F,university,single,,0
19482763,713.0816848,0,-172.1437264,0,-68.2135168,0,-81.838332,0,-29.7241592,0,-30.8272624,0,F,university,single,25/01/1993,0
11640981,810.5125296,0,-119.6717904,0,941.1855388,0,54.350192,0,171.458014,0,-67.557618,2,F,graduate school,single,21/01/1966,1
44106552,3574.740081,0,-90.215954,0,1054.417591,2,128.377362,0,-361.847663,0,98.38488,0,M,university,married,02/01/1967,0
17542728,1614.8536438,0,-3.875768,0,31.006144,0,515.864721,0,90.394835,0,-29.664532,0,F,graduate school,single,12/01/1991,0
58877422,29.8136,-2,112.844476,-2,-26.9216808,-2,39.5924608,-2,-63.2942728,-2,118.7475688,-2,F,high school,,09/01/1979,0
14817300,40.2781736,0,-29.8136,-1,-10.4645736,-2,0.0,0,88.3376968,0,251.328648,0,F,university,single,25/01/1991,0
34759410,2350.265715,0,-31.006144,0,-17.530397,0,867.396879,0,428.898449,0,854.219268,0,F,university,married,21/01/1980,0
57651201,2991.138861,0,187.49773,0,42.216058,0,73.430897,0,48.804863,0,46.62847,0,F,graduate school,single,25/01/1985,0
34314186,-1267.763713,-1,-679.302876,0,-397.5047286,-1,87.1153392,-1,67.527804,-1,-159.353692,-1,M,graduate school,single,14/01/1987,0
31011514,770.9498824,0,-6.0223472,0,-5.1875664,0,0.2385088,0,-17.1726336,0,-7.4235864,0,F,high school,single,09/01/1965,1
57180533,3000.9177218,0,-51.189951,0,-40.725378,-1,-3068.9225432,-1,-6.2012288,-1,8955.886186,0,M,other,married,03/01/1964,0
14307770,426.3642936,0,183.204572,0,-46.509216,0,-24.5365928,0,-37.267,0,-70.1215872,0,M,university,married,26/01/1977,0
50058832,3316.822627,0,-92.809737,0,-67.0806,0,547.795087,0,1243.942646,0,-72.148912,0,F,graduate school,single,11/01/1983,0
19290751,-85.5054048,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,37.0583048,-1,F,university,single,21/01/1988,0
38095649,746.532544,0,-15.7415808,0,743.3723024,0,546.364034,0,-10.076997,0,99.338915,0,F,high school,single,18/01/1973,1
40622577,4631.989964,0,51.219765,0,-125.873019,0,-130.702823,0,-52.770072,0,191.790889,0,M,graduate school,married,10/01/1968,0
39360422,531.0696568,0,-288.893784,0,8.2583672,0,-14.3403416,0,-16.9043112,0,23.6719984,0,M,university,married,10/01/1983,0
51888682,0.0,-2,0.0,-2,0.0,-2,0.0,0,1074.03494,0,279.741009,0,F,university,single,18/01/1975,0
42708913,1771.941502,0,1891.434412,0,1259.386091,0,329.768229,0,-17.649651,0,-33.5403,0,M,university,single,09/01/1981,0
17978679,112.0096952,0,-10.7627096,2,23.10554,0,-41.1725816,0,-12.5515256,0,-15.8310216,0,F,university,married,04/01/1974,0
16465347,0.0,-1,158.2505888,-1,-147.4580656,2,399.7705624,2,19.0508904,-1,129.7786008,-1,F,university,single,22/01/1995,0
56224628,434.7717288,0,60.5514216,0,384.2376768,0,-49.490576,2,27.3688848,2,-19.2595856,2,M,high school,married,17/01/1978,0
55132008,273.3310848,0,-36.5514736,-1,29.8434136,-1,-305.9173496,-1,-20.3328752,-1,61.86322,-1,F,university,married,15/01/1984,0
39053772,1874.738795,2,-37.117932,2,-41.858294,2,-46.121639,0,-172.590931,0,-38.42973,0,M,graduate school,single,29/01/1989,0
57778720,623.5812576,0,-18.6931272,2,15.055868,2,-33.8682496,2,183.3834536,2,-26.4744768,1,M,graduate school,single,08/01/1982,0
57560665,1351.867878,2,52.978768,0,-4.829804,0,2.742852,2,33.003655,2,-40.814819,1,F,graduate school,single,26/01/1992,0
59399671,1070.964139,0,-1.16273,0,516.013789,2,171.10025,0,-82.881808,0,-7.03601,0,M,graduate school,single,23/01/1988,0
26256621,1831.061871,0,27.637207,0,425.529513,0,177.569802,0,117.644465,0,-38.131594,0,F,high school,married,01/01/1975,0
43915012,20.0049256,0,19.5577216,0,5.1279392,0,24.7751016,0,26.0570864,0,11.4484224,0,M,university,married,09/01/1985,0
53043634,2300.149054,2,47.254556,2,-165.733803,2,69.107925,2,-54.618515,2,-81.122806,1,F,university,married,19/01/1987,0
15245631,2852.147858,0,158.459284,0,815.193264,0,360.118475,0,232.665334,0,74.891763,-1,F,university,married,02/01/1979,0
48898147,-5.96272,-2,0.0,0,219.1597736,0,-34.7626576,-1,28.2036656,-1,-7.9602312,-1,M,university,single,30/01/1987,0
14293401,515.5963984,0,39.652088,0,-12.9987296,0,-11.4484224,0,-19.1701448,0,-16.2185984,-1,M,graduate school,single,13/01/1990,0
31576423,826.3435512,0,-25.788764,0,-21.2869104,0,-30.6185672,0,-31.5726024,0,-31.6918568,0,F,university,single,06/01/1990,0
25970922,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,married,10/01/1972,0
43904937,3327.883473,0,243.964689,0,326.071343,0,1375.450436,0,371.656337,0,-191.820702,0,M,high school,married,02/01/1982,0
14811882,-847.45158,-2,-121.1326568,-2,243.5174848,-2,88.1290016,-2,-12.8794752,-2,150.3201712,-2,M,university,single,08/01/1980,0
31246977,-1280.6730016,0,108.7600128,0,449.44002,0,100.7997816,0,85.7737272,0,42.5141936,0,F,university,single,03/01/1990,0
13319779,-78.4693952,-1,181.3263152,0,-305.7682816,-1,195.4579616,0,539.029888,0,97.7587944,0,F,graduate school,single,01/01/1985,0
21343766,1820.060653,0,-49.460763,0,-40.009851,0,-31.393721,0,-31.39372,0,-29.515464,-1,M,high school,married,10/01/1986,0
35431375,2242.31067,0,127.572394,0,50.802374,0,-61.773779,0,-8.288181,0,13.952765,0,F,graduate school,single,19/01/1985,0
41541071,-216.1486,0,68.1538896,0,183.5921488,-1,53.3365304,-1,919.0340338,-1,-1252.4693362,1,F,high school,single,21/01/1984,0
27800416,-357.01786,-2,-21.2570968,-2,49.6694576,-2,-20.7502656,-2,127.602208,-2,-37.0583048,-2,F,graduate school,married,28/01/1965,0
28301376,0.0,-2,0.0,-2,0.0,0,633.688068,0,2298.896882,0,-45.257044,0,M,graduate school,single,18/01/1986,0
47570428,19.826044,-1,-25.34156,-2,0.0,-2,0.0,-1,73.5501512,-1,559.75034,-1,F,graduate school,married,11/01/1973,0
34946556,2022.972014,0,39.920411,0,-65.768802,0,45.078163,0,-55.483109,0,-49.281881,0,F,high school,single,23/01/1984,0
43347686,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,15/01/1969,0
18029305,2527.507567,0,-163.318901,0,-162.633188,0,1441.308679,0,451.228836,0,-528.475874,0,M,graduate school,married,10/01/1976,0
11687785,352.7545152,0,247.601948,0,86.6979488,0,726.229482,0,275.298783,0,0.298136,0,F,graduate school,single,08/01/1987,0
56149821,3664.5982716,2,75.517848,2,-93.823399,2,-214.836801,2,-67.82594,2,93.227127,1,M,graduate school,married,23/01/1969,1
47301543,-20.6608248,0,-88.9637824,0,191.3138712,0,0.894408,0,-87.4432888,0,6.0223472,0,F,university,single,27/01/1979,0
14255991,298.1658136,0,166.359888,0,282.185724,0,37.3266272,0,856.9024912,0,-24.298084,0,M,high school,single,21/01/1989,0
42907956,-18.8123816,-2,-19.2595856,-2,52.322868,-2,-65.4110384,-2,7.0360096,-2,19.4980944,-2,F,university,married,26/01/1963,0
58775458,-2105.25755,-1,234.9609816,-1,191.403312,-1,-467.8946384,-1,66.186192,-1,-13.0285432,-1,M,graduate school,single,10/01/1985,0
37453623,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,66.186192,-1,M,graduate school,single,15/01/1981,0
22322639,86.1016768,0,-141.0481416,0,21.4359784,0,-40.1291056,0,-28.621056,0,265.042904,0,M,university,married,03/01/1983,1
29415896,-638.8756344,-1,31.6918568,2,16.4272936,0,64.9042072,0,-84.3128608,0,401.3506832,0,F,graduate school,single,10/01/1983,1
20085436,254.459076,0,-12.4322712,0,2.3552744,0,-16.7552432,0,-17.5602104,0,2.832292,0,F,graduate school,married,19/01/1976,0
10492538,-260.5112368,-1,191.4629392,-1,344.4365208,-1,-160.9636264,-1,-161.291576,-1,-244.7994696,-1,F,graduate school,single,16/01/1983,0
58136883,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,08/01/1975,1
36208236,2574.642869,0,31.542789,0,-1928.9399204,0,713.9164654,0,619.616049,0,-0.924222,0,F,high school,married,28/01/1976,0
16123359,-1157.3043248,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,university,married,13/01/1971,0
49625782,26.1763408,-1,31.3937208,0,-56.64584,2,0.0,2,0.0,-1,-0.9242216,1,F,high school,married,25/01/1965,1
27268339,828.9373344,2,40.7551912,2,-19.9154848,2,-56.9737896,2,23.1949808,2,-84.7898784,2,F,high school,married,07/01/1983,0
14814382,0.0,-2,0.0,0,647.402324,0,-15.4732584,0,5.0086848,0,-12.819848,0,F,high school,married,20/01/1975,0
21146704,3493.676902,2,416.257484,2,-70.8073,2,-211.67656,2,108.461876,2,-102.320275,2,M,university,married,01/01/1978,0
36965860,8358.183133,0,2275.910597,0,997.89101,0,1064.25607,0,4951.71101,0,-57.36136,0,M,graduate school,single,06/01/1972,0
22390048,28.5614288,-1,116.0047176,-1,-186.782204,-1,34.9713528,-1,-34.9713528,-1,59.6272,-1,F,graduate school,married,12/01/1947,1
46001887,0.0,-1,4.7105488,-1,60.1936584,-1,-65.0234616,-2,0.0,-1,34.2558264,-1,F,high school,married,24/01/1975,0
18140855,-52.8296992,-1,-29.515464,-1,172.471676,-1,-164.6008856,-2,72.29798,-2,-96.1190464,-2,F,university,single,01/01/1992,0
12362097,1.639748,-1,-4.47204,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,F,graduate school,single,02/01/1984,0
14064181,353.9470592,0,-22.211132,0,-22.807404,0,155.2990424,0,13.9229512,0,-1.4310528,0,F,graduate school,single,28/01/1993,0
43553867,-2119.9556552,0,-146.1164536,-1,-113.1127984,-1,151.3636472,0,-115.9450904,-1,-41.3216496,1,F,graduate school,single,23/01/1989,0
30975124,0.0,-2,0.0,-2,0.0,-1,561.5093424,-1,-13.4757472,0,557.3354388,0,F,university,single,20/01/1989,0
20261861,-1542.7941728,-1,57.4209936,-1,131.6568576,-1,-143.403416,-1,-41.0831408,-1,47.8806416,-1,F,high school,married,27/01/1974,0
18418172,173.66422,0,390.4985328,0,541.3851622,0,-590.6968566,0,-33.6595544,0,-20.8993336,0,M,university,single,20/01/1994,0
52754718,-343.303604,-1,346.0762688,0,243.6367392,0,-49.1029992,0,359.283694,0,799.09392,0,F,graduate school,single,27/01/1977,0
41267590,1256.702867,0,-45.823503,0,1477.442762,0,110.429574,0,-41.32165,0,79.930262,0,F,graduate school,married,04/01/1990,0
43434251,0.0,-2,0.0,-2,0.0,2,74.534,2,0.0,2,0.0,2,F,graduate school,married,02/01/1976,1
55746156,1120.66341,0,-159.323878,0,44.332823,0,-15.0558678,0,391.2736868,0,17.798719,0,F,university,single,13/01/1987,0
19085663,295.15464,0,-23.6719984,0,-24.2682704,-1,1194.630952,-1,-1532.41904,-2,0.0,1,F,university,single,30/01/1992,0
50161819,-54.7973968,-1,-26.0570864,-1,-8.1092992,2,100.6209,-1,4.919244,-1,-35.329116,-1,F,university,married,28/01/1977,0
27310672,3625.900218,2,-80.228397,3,20.631011,2,-130.046923,2,-78.558836,2,-0.894408,2,M,graduate school,married,01/01/1964,0
41703556,5582.864922,0,-108.372436,0,-119.284213,0,-64.158867,0,6.171415,0,-21.525419,0,F,graduate school,single,07/01/1988,0
30735244,1664.046084,0,-49.52039,0,77.306665,0,14.370155,0,22.926659,0,-27.994971,0,M,university,married,31/01/1977,1
10580182,-198.2902536,-1,-13.1477976,-1,87.95012,-1,-61.8035928,-1,-56.3775176,-1,102.4991568,-1,M,university,married,02/01/1981,0
17341734,1327.659235,0,-40.069478,0,-9.391284,0,-35.060794,0,-38.280662,0,-38.34029,0,M,high school,married,03/01/1977,1
43752591,829.1758432,0,-30.6483808,0,-18.6931272,2,22.8670312,2,-82.2557224,2,21.7341144,1,F,university,married,28/01/1977,1
37664751,47.70176,-1,567.4720624,0,158.3400296,0,-30.5291264,0,68.7799752,2,26.235968,1,F,university,married,31/01/1993,0
21624785,772.91758,0,17.8285328,0,9.7490472,0,-27.0111216,0,-46.509216,0,-0.1192544,2,F,high school,married,,0
56309208,2615.39806,0,267.696314,0,-37.475695,0,573.673291,0,239.731158,0,-177.659242,0,F,university,married,03/01/1989,0
22082669,41.6794128,-1,-29.2769552,0,12.4024576,-1,-62.012288,-2,24.8049152,-2,12.4024576,1,M,graduate school,married,27/01/1965,1
30586795,1808.19484,0,-103.035802,0,27.16019,0,45.495554,0,-11.657118,0,1.013662,0,F,university,married,24/01/1984,0
28986525,79.75138,-1,-42.633448,0,37.117932,0,-29.8136,-1,-7.304332,-1,0.0,-1,F,university,married,08/01/1981,0
26703442,-7.8707904,-1,0.0,-1,0.0,-1,0.0,2,7.8707904,-1,-7.8707904,-1,M,graduate school,married,31/01/1953,0
19677878,255.800688,-1,411.3382392,-1,-656.4358448,-1,21.5552328,-1,1574.4562156,-1,-1275.3661804,-1,M,graduate school,single,26/01/1981,0
18147124,-22.3005728,-1,-13.0881704,-1,-12.1937624,-1,140.3922424,-1,-129.7786008,-1,9.9279288,-1,M,graduate school,single,09/01/1985,0
12127861,405.2264512,0,79.2743624,0,-23.5229304,0,-23.8210664,2,16.6658024,2,-98.5041344,2,F,graduate school,single,11/01/1992,1
27364607,-50.0570344,-1,-6.8273144,-1,29.9030408,-1,-9.4509112,-1,-38.9365616,-1,166.7176512,-1,F,university,married,13/01/1975,0
54922116,-1361.2293488,-1,162.6331878,-1,-237.4355102,0,-396.2525576,-1,-356.9284192,-1,331.974436,-1,F,university,single,25/01/1989,0
57849014,1265.825829,0,-28.889379,0,-14.221087,2,35.150235,3,29.604904,4,30.290618,5,M,university,single,08/01/1984,0
24131070,1677.76034,0,-216.715058,0,-97.937676,0,150.439425,0,-27.339071,0,-26.325409,0,M,graduate school,married,18/01/1970,0
41300207,-1422.1981608,-2,-0.1192544,-2,161.1126944,-2,-30.55894,-2,-36.7005416,-2,148.7400504,-2,F,university,single,19/01/1976,0
41961355,1497.477501,0,-88.844528,0,-88.367511,2,101.753817,2,-47.314183,0,-259.527388,0,M,university,single,09/01/1989,0
14627721,1373.5125524,0,-32.79496,0,-28.471988,0,-29.604905,0,42.066989,0,-13.50556,0,M,university,single,10/01/1979,0
56510236,428.5406864,0,97.2519632,0,109.7736752,0,108.1339272,0,100.173696,2,142.509008,1,F,graduate school,single,15/01/1979,0
53539996,279.0851096,-1,-41.7986672,0,77.4557328,0,1132.8869868,0,-38.638426,0,-56.735281,2,F,university,married,04/01/1980,0
46103696,-391.7805176,-1,-217.8479752,-1,74.8917632,-1,179.0604816,-1,-50.0272208,-1,41.9775488,-1,,university,married,,1
39880494,-25.8782048,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,32.79496,-2,F,graduate school,married,14/01/1958,0
47342166,3480.171342,2,64.278121,2,-352.068802,2,101.753817,0,-373.057577,0,-17.947787,0,M,university,other,22/01/1975,0
56066118,13.714256,-1,-14.9068,-1,25.043424,-1,220.8591488,0,-30.7676352,0,24.8347288,0,M,university,married,24/01/1968,0
45996090,-382.955692,-1,56.8247216,-1,-26.5639176,-1,96.2383008,-1,-107.9848592,2,6.558992,1,F,graduate school,single,05/01/1991,1
30319611,747.6952744,0,13.5353744,0,35.5378112,0,-630.5874536,0,190.508904,0,107.1500784,0,F,university,married,18/01/1982,0
44086116,-97.2519632,-1,28.0844112,-1,66.4247008,-1,64.5762576,-1,-116.7500576,-1,34.0769448,-1,M,graduate school,married,11/01/1971,0
53674798,2199.230018,0,41.888108,0,10.464573,0,162.752443,0,-47.463252,0,-53.724107,0,F,high school,single,23/01/1989,0
28289683,3495.167582,2,-85.147641,2,-32.04962,2,-45.018536,2,-77.962564,2,-59.239623,1,F,university,single,31/01/1974,0
26479436,0.0,-2,0.0,-2,0.0,-2,0.0,0,753.4492992,0,788.3013978,0,F,graduate school,married,23/01/1980,0
44979973,0.0,-1,651.9041776,-1,-404.6898064,0,-41.6794128,0,-13.6844424,0,-56.9737896,0,M,university,married,08/01/1980,1
45428320,412.7991056,2,-3.7863272,3,13.9825784,4,16.2185984,2,-59.776268,2,-60.9986256,1,F,university,single,08/01/1978,0
29841079,4760.248071,2,18.931636,2,-124.47178,2,-59.478132,2,-250.553494,2,-30.230991,2,M,graduate school,single,03/01/1993,1
51244911,-2.98136,-1,131.4481624,0,163.4977824,0,45.7340624,0,1816.3041388,0,19.527908,0,M,high school,single,03/01/1964,0
53185728,0.0,-2,0.0,-2,0.0,-2,0.0,2,121.5798608,2,267.57706,2,M,high school,married,28/01/1974,1
18697846,1543.241377,0,-34.196199,0,-274.642884,0,-37.505508,0,-31.065772,0,-29.664532,0,F,university,single,03/01/1993,0
29516513,5487.699911,0,-302.906176,0,-54.648329,0,-100.561272,0,-159.83071,0,-54.439634,0,M,graduate school,single,06/01/1974,1
35525795,204.2529736,0,7.006196,0,2.7726648,0,-22.0322504,0,-22.8968448,0,-22.7477768,0,F,university,married,03/01/1989,0
