,CUM_SHOP_JUL,PAY_JUL,CUM_SHOP_AUG,PAY_AUG,CUM_SHOP_SEP,PAY_SEP,CUM_SHOP_OCT,PAY_OCT,CUM_SHOP_NOV,PAY_NOV,CUM_SHOP_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
19419760,1749.909252,2,1695.350364,2,1589.601525,2,1636.110741,-1,1923.424404,2,1977.80441,2,F,university,single,19/01/1992,0
35978526,4898.3148526,2,5238.3985876,0,4802.3150606,0,3078.7312176,0,3037.7077036,0,2945.0172216,0,F,university,married,04/01/1960,0
48361974,473.1716456,0,420.4313872,0,337.1023752,2,351.5917848,0,276.1335632,0,190.359836,0,F,graduate school,single,09/01/1987,1
27564131,225.5995112,0,175.6915448,0,35.329116,-1,-46.5390296,-1,241.639228,0,250.2553584,0,F,graduate school,single,30/01/1987,0
45489390,2120.611554,0,1565.63139,0,995.863681,0,1168.872002,0,1306.551206,0,1230.88429,0,M,university,single,15/01/1987,0
34687322,-72.447048,0,713.1711256,0,1884.3089608,-1,2057.1682138,0,2056.6911958,0,2191.7169908,0,F,university,single,15/01/1972,1
49190836,1698.2720972,0,2472.7697972,0,3117.5187112,0,3770.2874832,0,3743.2167342,0,4602.4148732,0,F,university,single,26/01/1973,0
34005488,0.0,-2,0.0,-2,0.0,-1,82.6432992,-1,1073.080905,-1,12.819848,-1,F,graduate school,single,22/01/1986,0
58996480,-117.5848384,-1,-119.5823496,2,-90.335208,0,-102.0221392,0,-94.956316,0,-97.6693536,0,F,high school,married,16/01/1974,0
41269151,511.1243584,0,558.0211512,0,563.9838712,0,538.6423112,0,533.6038128,2,551.700668,1,F,high school,single,04/01/1970,0
54925120,5415.8193212,0,5532.6886332,0,5830.4966842,0,6868.3975412,0,6691.0066212,0,6599.9260732,0,F,graduate school,single,01/01/1988,0
56423387,145.3114864,-1,81.4507552,-1,-32.5564512,-1,44.8992816,-1,-136.9040512,-1,-96.2681144,-1,F,graduate school,married,06/01/1966,0
30681904,0.0,-2,0.0,-2,0.0,0,2441.435704,0,4851.954705,0,4773.336242,2,M,university,single,21/01/1984,1
10872689,1280.464306,2,1182.288122,2,1212.99613,2,1183.987497,2,1147.883227,2,1075.346738,2,F,graduate school,married,21/01/1983,1
52211921,442.1058744,0,934.8948688,0,1674.421217,0,2115.632683,0,2067.722228,0,2031.021686,0,M,university,single,,0
23909810,1270.3276826,0,1265.4978796,0,1233.0606826,0,953.4687416,0,654.6768424,0,216.297668,-1,M,graduate school,single,04/01/1988,0
52207017,-44.153942,0,290.205582,0,913.816654,0,2049.595559,0,2318.693113,0,3326.303352,0,F,university,single,16/01/1982,0
10985930,513.3305648,2,546.2745928,2,494.756692,2,483.2486424,2,470.7269304,2,458.2648456,1,M,university,married,24/01/1967,1
50206169,1677.044814,0,1633.010126,0,1590.167983,0,1712.761506,0,2205.282178,2,3497.403602,1,F,high school,married,04/01/1955,1
36872849,38.1017808,-1,11.627304,-1,9.0037072,-1,0.0,-1,47.4334376,-1,0.0,-2,F,university,single,16/01/1987,0
31681972,0.0,0,462.85614,0,450.0064784,0,459.9940344,0,429.8524848,0,411.0102896,0,M,graduate school,single,14/01/1972,0
49902601,-597.2260352,-2,-16.8744976,-2,-234.4243368,-2,-182.1909096,-2,-538.6721248,-2,-579.1589936,-2,F,university,single,14/01/1979,0
50561918,-19.676976,-2,159.204624,-2,31.8409248,-2,33.9576904,-2,36.7005416,-2,94.65818,-2,F,university,married,09/01/1981,0
46730642,336.5359168,0,456.9232336,0,432.1183184,0,443.3580456,2,447.4723224,2,322.4638976,2,M,university,single,24/01/1994,1
13673924,2484.21822,0,2328.44216,0,2232.770318,2,2295.140369,2,1990.266495,2,2040.591852,1,F,high school,married,20/01/1958,0
16303077,241.9671776,0,243.0702808,2,263.3435288,2,249.241696,2,272.496304,0,261.6739672,0,F,high school,single,28/01/1962,0
17507873,294.111164,0,269.7832664,0,254.1907536,2,238.2702912,0,182.8766224,0,202.285276,0,M,university,single,01/01/1994,0
35350659,1180.7080008,0,1160.2856848,0,1134.3776668,0,1105.6969828,0,1084.5293268,0,1052.5989618,0,M,high school,married,26/01/1982,0
33327740,102.8867336,0,79.602312,0,76.7998336,0,149.1574408,0,65.1129024,0,26.1465272,0,M,university,single,23/01/1994,0
37153557,5976.88146,0,5843.912804,0,5704.981428,0,5552.812814,0,5382.42809,0,5305.65807,0,F,university,married,10/01/1984,0
35682819,270.2006568,-2,28.024784,-2,108.2829952,-2,30.1713632,-2,56.3178904,-2,33.0036552,-2,M,university,married,05/01/1968,0
22830059,165.1077168,-1,-0.8645944,0,521.7976272,0,793.8765408,0,1268.449426,0,1367.579646,0,M,university,single,28/01/1994,0
58275848,-33.987504,2,-29.515464,3,-29.515464,-1,-38.459544,-2,-38.459544,-2,-38.459544,1,F,high school,married,27/01/1977,0
47179081,242.682704,0,236.8094248,0,235.8553896,0,230.7870776,0,200.8542232,0,170.4145376,0,M,university,single,27/01/1992,0
23138056,365.8426856,-1,-119.2544,-2,-119.2544,0,1891.67292,0,2315.473244,0,2038.475086,0,M,university,single,26/01/1962,0
28616704,478.5380936,0,461.961732,0,450.5729368,0,440.1083632,0,409.937,0,379.3482464,2,M,high school,married,18/01/1982,0
14984913,843.0987944,0,830.30876,0,815.7299096,0,882.8403232,0,888.5049072,0,843.72488,0,M,graduate school,married,21/01/1979,1
27747208,9.8981152,-2,0.4770176,-2,-8.94408,-2,0.4770176,-2,9.8981152,-2,-8.94408,-2,F,graduate school,single,01/01/1977,0
56036716,0.0,0,76.3526296,0,132.9984696,0,148.7996776,2,316.2030416,2,263.0453928,2,F,graduate school,single,09/01/1994,1
45674314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,23/01/1974,0
31353338,409.5494232,0,391.8401448,0,382.2401656,0,368.5557232,0,336.6551712,0,304.0092792,0,F,high school,married,09/01/1963,0
44176526,1945.098891,0,1891.523852,0,1850.977356,0,1837.322727,0,1818.927736,0,1802.858206,0,M,graduate school,single,31/01/1983,0
25718125,658.3141016,0,1336.007043,0,939.87374,0,1156.76768,0,1277.900337,2,1310.009584,2,M,graduate school,single,24/01/1980,1
27874748,0.0,0,573.315528,0,489.837448,0,375.8600552,0,431.0748424,2,450.036292,1,M,university,single,15/01/1982,0
23425314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,93.465636,-1,F,graduate school,married,23/01/1979,0
53012372,2327.637193,0,2224.362882,0,2116.079887,0,2005.918635,0,1892.776023,0,1797.372503,0,F,graduate school,single,17/01/1987,0
36112762,-1.937884,-2,-4.5316672,-2,2.1167656,-2,2.1167656,-2,43.080652,-2,25.2223056,-2,F,graduate school,single,29/01/1983,0
26882469,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,195.428148,0,F,graduate school,married,06/01/1978,0
42504404,1835.7724204,0,1902.5250704,0,1892.0306834,0,1957.7398574,0,1910.9026924,0,1963.1957464,0,F,university,married,09/01/1985,0
15259008,0.0,-2,0.0,-2,0.0,-2,0.0,2,73.78866,2,153.9276168,1,F,university,married,01/01/1969,1
14225769,0.0,-2,0.0,-2,0.0,-2,0.0,0,4819.815644,0,4682.255694,0,M,university,single,29/01/1988,0
18434214,3606.253056,0,3529.542663,0,3309.995313,0,3279.645068,0,5613.066099,2,5765.741545,1,M,graduate school,married,29/01/1973,1
54719570,1036.589058,2,1014.139418,2,990.795369,2,972.102242,2,959.103512,2,924.2812272,3,F,graduate school,single,20/01/1989,1
48965302,567.501876,0,554.4435192,0,542.3391976,0,530.980216,0,522.9901712,0,492.4908584,0,M,university,single,28/01/1989,0
12194391,101.1873584,0,73.6694056,-1,-50.9514424,-1,-42.2756848,-1,-59.6272,-1,-42.2756848,-1,M,graduate school,single,30/01/1964,0
40465954,-1.7291888,-1,-57.242112,-1,-71.1352496,-1,-74.832136,2,-74.832136,-1,-89.738936,1,F,other,single,09/01/1990,0
42811697,596.272,0,566.4584,0,566.4584,0,554.53296,2,576.8037192,0,492.7591808,0,F,university,single,,0
19482763,713.0816848,0,540.9379584,0,472.7244416,0,390.8861096,0,361.1619504,0,330.334688,0,F,university,single,25/01/1993,0
11640981,810.5125296,0,690.8407392,0,1632.026278,0,1686.37647,0,1857.834484,0,1790.276866,2,F,graduate school,single,21/01/1966,1
44106552,3574.740081,0,3484.524127,0,4538.941718,2,4667.31908,0,4305.471417,0,4403.856297,0,M,university,married,02/01/1967,0
17542728,1614.8536438,0,1610.9778758,0,1641.9840198,0,2157.8487408,0,2248.2435758,0,2218.5790438,0,F,graduate school,single,12/01/1991,0
58877422,29.8136,-2,142.658076,-2,115.7363952,-2,155.328856,-2,92.0345832,-2,210.782152,-2,F,high school,,09/01/1979,0
14817300,40.2781736,0,10.4645736,-1,1.7763568394e-15,-2,1.7763568394e-15,0,88.3376968,0,339.6663448,0,F,university,single,25/01/1991,0
34759410,2350.265715,0,2319.259571,0,2301.729174,0,3169.126053,0,3598.024502,0,4452.24377,0,F,university,married,21/01/1980,0
57651201,2991.138861,0,3178.636591,0,3220.852649,0,3294.283546,0,3343.088409,0,3389.716879,0,F,graduate school,single,25/01/1985,0
34314186,-1267.763713,-1,-1947.066589,0,-2344.5713176,-1,-2257.4559784,-1,-2189.9281744,-1,-2349.2818664,-1,M,graduate school,single,14/01/1987,0
31011514,770.9498824,0,764.9275352,0,759.7399688,0,759.9784776,0,742.805844,0,735.3822576,0,F,high school,single,09/01/1965,1
57180533,3000.9177218,0,2949.7277708,0,2909.0023928,-1,-159.9201504,-1,-166.1213792,-1,8789.7648068,0,M,other,married,03/01/1964,0
14307770,426.3642936,0,609.5688656,0,563.0596496,0,538.5230568,0,501.2560568,0,431.1344696,0,M,university,married,26/01/1977,0
50058832,3316.822627,0,3224.01289,0,3156.93229,0,3704.727377,0,4948.670023,0,4876.521111,0,F,graduate school,single,11/01/1983,0
19290751,-85.5054048,-2,-85.5054048,-2,-85.5054048,-2,-85.5054048,-2,-85.5054048,-1,-48.4471,-1,F,university,single,21/01/1988,0
38095649,746.532544,0,730.7909632,0,1474.1632656,0,2020.5272996,0,2010.4503026,0,2109.7892176,0,F,high school,single,18/01/1973,1
40622577,4631.989964,0,4683.209729,0,4557.33671,0,4426.633887,0,4373.863815,0,4565.654704,0,M,graduate school,married,10/01/1968,0
39360422,531.0696568,0,242.1758728,0,250.43424,0,236.0938984,0,219.1895872,0,242.8615856,0,M,university,married,10/01/1983,0
51888682,0.0,-2,0.0,-2,0.0,-2,0.0,0,1074.03494,0,1353.775949,0,F,university,single,18/01/1975,0
42708913,1771.941502,0,3663.375914,0,4922.762005,0,5252.530234,0,5234.880583,0,5201.340283,0,M,university,single,09/01/1981,0
17978679,112.0096952,0,101.2469856,2,124.3525256,0,83.179944,0,70.6284184,0,54.7973968,0,F,university,married,04/01/1974,0
16465347,0.0,-1,158.2505888,-1,10.7925232,2,410.5630856,2,429.613976,-1,559.3925768,-1,F,university,single,22/01/1995,0
56224628,434.7717288,0,495.3231504,0,879.5608272,0,830.0702512,2,857.439136,2,838.1795504,2,M,high school,married,17/01/1978,0
55132008,273.3310848,0,236.7796112,-1,266.6230248,-1,-39.2943248,-1,-59.6272,-1,2.23602,-1,F,university,married,15/01/1984,0
39053772,1874.738795,2,1837.620863,2,1795.762569,2,1749.64093,0,1577.049999,0,1538.620269,0,M,graduate school,single,29/01/1989,0
57778720,623.5812576,0,604.8881304,2,619.9439984,2,586.0757488,2,769.4592024,2,742.9847256,1,M,graduate school,single,08/01/1982,0
57560665,1351.867878,2,1404.846646,0,1400.016842,0,1402.759694,2,1435.763349,2,1394.94853,1,F,graduate school,single,26/01/1992,0
59399671,1070.964139,0,1069.801409,0,1585.815198,2,1756.915448,0,1674.03364,0,1666.99763,0,M,graduate school,single,23/01/1988,0
26256621,1831.061871,0,1858.699078,0,2284.228591,0,2461.798393,0,2579.442858,0,2541.311264,0,F,high school,married,01/01/1975,0
43915012,20.0049256,0,39.5626472,0,44.6905864,0,69.465688,0,95.5227744,0,106.9711968,0,M,university,married,09/01/1985,0
53043634,2300.149054,2,2347.40361,2,2181.669807,2,2250.777732,2,2196.159217,2,2115.036411,1,F,university,married,19/01/1987,0
15245631,2852.147858,0,3010.607142,0,3825.800406,0,4185.918881,0,4418.584215,0,4493.475978,-1,F,university,married,02/01/1979,0
48898147,-5.96272,-2,-5.96272,0,213.1970536,0,178.434396,-1,206.6380616,-1,198.6778304,-1,M,university,single,30/01/1987,0
14293401,515.5963984,0,555.2484864,0,542.2497568,0,530.8013344,0,511.6311896,0,495.4125912,-1,M,graduate school,single,13/01/1990,0
31576423,826.3435512,0,800.5547872,0,779.2678768,0,748.6493096,0,717.0767072,0,685.3848504,0,F,university,single,06/01/1990,0
25970922,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,married,10/01/1972,0
43904937,3327.883473,0,3571.848162,0,3897.919505,0,5273.369941,0,5645.026278,0,5453.205576,0,M,high school,married,02/01/1982,0
14811882,-847.45158,-2,-968.5842368,-2,-725.066752,-2,-636.9377504,-2,-649.8172256,-2,-499.4970544,-2,M,university,single,08/01/1980,0
31246977,-1280.6730016,0,-1171.9129888,0,-722.4729688,0,-621.6731872,0,-535.89946,0,-493.3852664,0,F,university,single,03/01/1990,0
13319779,-78.4693952,-1,102.85692,0,-202.9113616,-1,-7.4534,0,531.576488,0,629.3352824,0,F,graduate school,single,01/01/1985,0
21343766,1820.060653,0,1770.59989,0,1730.590039,0,1699.196318,0,1667.802598,0,1638.287134,-1,M,high school,married,10/01/1986,0
35431375,2242.31067,0,2369.883064,0,2420.685438,0,2358.911659,0,2350.623478,0,2364.576243,0,F,graduate school,single,19/01/1985,0
41541071,-216.1486,0,-147.9947104,0,35.5974384,-1,88.9339688,-1,1007.9680026,-1,-244.5013336,1,F,high school,single,21/01/1984,0
27800416,-357.01786,-2,-378.2749568,-2,-328.6054992,-2,-349.3557648,-2,-221.7535568,-2,-258.8118616,-2,F,graduate school,married,28/01/1965,0
28301376,0.0,-2,0.0,-2,0.0,0,633.688068,0,2932.58495,0,2887.327906,0,M,graduate school,single,18/01/1986,0
47570428,19.826044,-1,-5.515516,-2,-5.515516,-2,-5.515516,-1,68.0346352,-1,627.7849752,-1,F,graduate school,married,11/01/1973,0
34946556,2022.972014,0,2062.892425,0,1997.123623,0,2042.201786,0,1986.718677,0,1937.436796,0,F,high school,single,23/01/1984,0
43347686,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,15/01/1969,0
18029305,2527.507567,0,2364.188666,0,2201.555478,0,3642.864157,0,4094.092993,0,3565.617119,0,M,graduate school,married,10/01/1976,0
11687785,352.7545152,0,600.3564632,0,687.054412,0,1413.283894,0,1688.582677,0,1688.880813,0,F,graduate school,single,08/01/1987,0
56149821,3664.5982716,2,3740.1161196,2,3646.2927206,2,3431.4559196,2,3363.6299796,2,3456.8571066,1,M,graduate school,married,23/01/1969,1
47301543,-20.6608248,0,-109.6246072,0,81.689264,0,82.583672,0,-4.8596168,0,1.1627304,0,F,university,single,27/01/1979,0
14255991,298.1658136,0,464.5257016,0,746.7114256,0,784.0380528,0,1640.940544,0,1616.64246,0,M,high school,single,21/01/1989,0
42907956,-18.8123816,-2,-38.0719672,-2,14.2509008,-2,-51.1601376,-2,-44.124128,-2,-24.6260336,-2,F,university,married,26/01/1963,0
58775458,-2105.25755,-1,-1870.2965684,-1,-1678.8932564,-1,-2146.7878948,-1,-2080.6017028,-1,-2093.630246,-1,M,graduate school,single,10/01/1985,0
37453623,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,66.186192,-1,M,graduate school,single,15/01/1981,0
22322639,86.1016768,0,-54.9464648,0,-33.5104864,0,-73.639592,0,-102.260648,0,162.782256,0,M,university,married,03/01/1983,1
29415896,-638.8756344,-1,-607.1837776,2,-590.756484,0,-525.8522768,0,-610.1651376,0,-208.8144544,0,F,graduate school,single,10/01/1983,1
20085436,254.459076,0,242.0268048,0,244.3820792,0,227.626836,0,210.0666256,0,212.8989176,0,F,graduate school,married,19/01/1976,0
10492538,-260.5112368,-1,-69.0482976,-1,275.3882232,-1,114.4245968,-1,-46.8669792,-1,-291.6664488,-1,F,graduate school,single,16/01/1983,0
58136883,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,08/01/1975,1
36208236,2574.642869,0,2606.185658,0,677.2457376,0,1391.162203,0,2010.778252,0,2009.85403,0,F,high school,married,28/01/1976,0
16123359,-1157.3043248,-2,-1157.3043248,-2,-1157.3043248,-2,-1157.3043248,-2,-1157.3043248,-2,-1157.3043248,-2,M,university,married,13/01/1971,0
49625782,26.1763408,-1,57.5700616,0,0.9242216,2,0.9242216,2,0.9242216,-1,2.6645352591e-15,1,F,high school,married,25/01/1965,1
27268339,828.9373344,2,869.6925256,2,849.7770408,2,792.8032512,2,815.998232,2,731.2083536,2,F,high school,married,07/01/1983,0
14814382,0.0,-2,0.0,0,647.402324,0,631.9290656,0,636.9377504,0,624.1179024,0,F,high school,married,20/01/1975,0
21146704,3493.676902,2,3909.934386,2,3839.127086,2,3627.450526,2,3735.912402,2,3633.592127,2,M,university,married,01/01/1978,0
36965860,8358.183133,0,10634.09373,0,11631.98474,0,12696.24081,0,17647.95182,0,17590.59046,0,M,graduate school,single,06/01/1972,0
22390048,28.5614288,-1,144.5661464,-1,-42.2160576,-1,-7.2447048,-1,-42.2160576,-1,17.4111424,-1,F,graduate school,married,12/01/1947,1
46001887,0.0,-1,4.7105488,-1,64.9042072,-1,-0.1192544,-2,-0.1192544,-1,34.136572,-1,F,high school,married,24/01/1975,0
18140855,-52.8296992,-1,-82.3451632,-1,90.1265128,-1,-74.4743728,-2,-2.1763928,-2,-98.2954392,-2,F,university,single,01/01/1992,0
12362097,1.639748,-1,-2.832292,-1,-2.832292,-1,-2.832292,-1,-2.832292,-1,-2.832292,-1,F,graduate school,single,02/01/1984,0
14064181,353.9470592,0,331.7359272,0,308.9285232,0,464.2275656,0,478.1505168,0,476.719464,0,F,graduate school,single,28/01/1993,0
43553867,-2119.9556552,0,-2266.0721088,-1,-2379.1849072,-1,-2227.82126,0,-2343.7663504,-1,-2385.088,1,F,graduate school,single,23/01/1989,0
30975124,0.0,-2,0.0,-2,0.0,-1,561.5093424,-1,548.0335952,0,1105.369034,0,F,university,single,20/01/1989,0
20261861,-1542.7941728,-1,-1485.3731792,-1,-1353.7163216,-1,-1497.1197376,-1,-1538.2028784,-1,-1490.3222368,-1,F,high school,married,27/01/1974,0
18418172,173.66422,0,564.1627528,0,1105.547915,0,514.8510584,0,481.191504,0,460.2921704,0,M,university,single,20/01/1994,0
52754718,-343.303604,-1,2.7726648,0,246.409404,0,197.3064048,0,556.5900988,0,1355.6840188,0,F,graduate school,single,27/01/1977,0
41267590,1256.702867,0,1210.879364,0,2688.322126,0,2798.7517,0,2757.43005,0,2837.360312,0,F,graduate school,married,04/01/1990,0
43434251,0.0,-2,0.0,-2,0.0,2,74.534,2,74.534,2,74.534,2,F,graduate school,married,02/01/1976,1
55746156,1120.66341,0,961.339532,0,1005.672355,0,990.6164872,0,1381.890174,0,1399.688893,0,F,university,single,13/01/1987,0
19085663,295.15464,0,271.4826416,0,247.2143712,-1,1441.8453232,-1,-90.5737168,-2,-90.5737168,1,F,university,single,30/01/1992,0
50161819,-54.7973968,-1,-80.8544832,-1,-88.9637824,2,11.6571176,-1,16.5763616,-1,-18.7527544,-1,F,university,married,28/01/1977,0
27310672,3625.900218,2,3545.671821,3,3566.302832,2,3436.255909,2,3357.697073,2,3356.802665,2,M,graduate school,married,01/01/1964,0
41703556,5582.864922,0,5474.492486,0,5355.208273,0,5291.049406,0,5297.220821,0,5275.695402,0,F,graduate school,single,07/01/1988,0
30735244,1664.046084,0,1614.525694,0,1691.832359,0,1706.202514,0,1729.129173,0,1701.134202,0,M,university,married,31/01/1977,1
10580182,-198.2902536,-1,-211.4380512,-1,-123.4879312,-1,-185.291524,-1,-241.6690416,-1,-139.1698848,-1,M,university,married,02/01/1981,0
17341734,1327.659235,0,1287.589757,0,1278.198473,0,1243.137679,0,1204.857017,0,1166.516727,0,M,high school,married,03/01/1977,1
43752591,829.1758432,0,798.5274624,0,779.8343352,2,802.7013664,2,720.445644,2,742.1797584,1,F,university,married,28/01/1977,1
37664751,47.70176,-1,615.1738224,0,773.513852,0,742.9847256,0,811.7647008,2,838.0006688,1,F,university,married,31/01/1993,0
21624785,772.91758,0,790.7461128,0,800.49516,0,773.4840384,0,726.9748224,0,726.855568,2,F,high school,married,,0
56309208,2615.39806,0,2883.094374,0,2845.618679,0,3419.29197,0,3659.023128,0,3481.363886,0,F,university,married,03/01/1989,0
22082669,41.6794128,-1,12.4024576,0,24.8049152,-1,-37.2073728,-2,-12.4024576,-2,-5.3290705182e-15,1,M,graduate school,married,27/01/1965,1
30586795,1808.19484,0,1705.159038,0,1732.319228,0,1777.814782,0,1766.157664,0,1767.171326,0,F,university,married,24/01/1984,0
28986525,79.75138,-1,37.117932,0,74.235864,0,44.422264,-1,37.117932,-1,37.117932,-1,F,university,married,08/01/1981,0
26703442,-7.8707904,-1,-7.8707904,-1,-7.8707904,-1,-7.8707904,2,0.0,-1,-7.8707904,-1,M,graduate school,married,31/01/1953,0
19677878,255.800688,-1,667.1389272,-1,10.7030824,-1,32.2583152,-1,1606.7145308,-1,331.3483504,-1,M,graduate school,single,26/01/1981,0
18147124,-22.3005728,-1,-35.3887432,-1,-47.5825056,-1,92.8097368,-1,-36.968864,-1,-27.0409352,-1,M,graduate school,single,09/01/1985,0
12127861,405.2264512,0,484.5008136,0,460.9778832,0,437.1568168,2,453.8226192,2,355.3184848,2,F,graduate school,single,11/01/1992,1
27364607,-50.0570344,-1,-56.8843488,-1,-26.981308,-1,-36.4322192,-1,-75.3687808,-1,91.3488704,-1,F,university,married,13/01/1975,0
54922116,-1361.2293488,-1,-1198.596161,-1,-1436.0316712,0,-1832.2842288,-1,-2189.212648,-1,-1857.238212,-1,F,university,single,25/01/1989,0
57849014,1265.825829,0,1236.93645,0,1222.715363,2,1257.865598,3,1287.470502,4,1317.76112,5,M,university,single,08/01/1984,0
24131070,1677.76034,0,1461.045282,0,1363.107606,0,1513.547031,0,1486.20796,0,1459.882551,0,M,graduate school,married,18/01/1970,0
41300207,-1422.1981608,-2,-1422.3174152,-2,-1261.2047208,-2,-1291.7636608,-2,-1328.4642024,-2,-1179.724152,-2,F,university,single,19/01/1976,0
41961355,1497.477501,0,1408.632973,0,1320.265462,2,1422.019279,2,1374.705096,0,1115.177708,0,M,university,single,09/01/1989,0
14627721,1373.5125524,0,1340.7175924,0,1312.2456044,0,1282.6406994,0,1324.7076884,0,1311.2021284,0,M,university,single,10/01/1979,0
56510236,428.5406864,0,525.7926496,0,635.5663248,0,743.700252,0,843.873948,2,986.382956,1,F,graduate school,single,15/01/1979,0
53539996,279.0851096,-1,237.2864424,0,314.7421752,0,1447.629162,0,1408.990736,0,1352.255455,2,F,university,married,04/01/1980,0
46103696,-391.7805176,-1,-609.6284928,-1,-534.7367296,-1,-355.676248,-1,-405.7034688,-1,-363.72592,-1,,university,married,,1
39880494,-25.8782048,-2,-25.8782048,-2,-25.8782048,-2,-25.8782048,-2,-25.8782048,-2,6.9167552,-2,F,graduate school,married,14/01/1958,0
47342166,3480.171342,2,3544.449463,2,3192.380661,2,3294.134478,0,2921.076901,0,2903.129114,0,M,university,other,22/01/1975,0
56066118,13.714256,-1,-1.192544,-1,23.85088,-1,244.7100288,0,213.9423936,0,238.7771224,0,M,university,married,24/01/1968,0
45996090,-382.955692,-1,-326.1309704,-1,-352.694888,-1,-256.4565872,-1,-364.4414464,2,-357.8824544,1,F,graduate school,single,05/01/1991,1
30319611,747.6952744,0,761.2306488,0,796.76846,0,166.1810064,0,356.6899104,0,463.8399888,0,F,university,married,18/01/1982,0
44086116,-97.2519632,-1,-69.167552,-1,-2.7428512,-1,61.8334064,-1,-54.9166512,-1,-20.8397064,-1,M,graduate school,married,11/01/1971,0
53674798,2199.230018,0,2241.118126,0,2251.582699,0,2414.335142,0,2366.87189,0,2313.147783,0,F,high school,single,23/01/1989,0
28289683,3495.167582,2,3410.019941,2,3377.970321,2,3332.951785,2,3254.989221,2,3195.749598,1,F,university,single,31/01/1974,0
26479436,0.0,-2,0.0,-2,0.0,-2,0.0,0,753.4492992,0,1541.750697,0,F,graduate school,married,23/01/1980,0
44979973,0.0,-1,651.9041776,-1,247.2143712,0,205.5349584,0,191.850516,0,134.8767264,0,M,university,married,08/01/1980,1
45428320,412.7991056,2,409.0127784,3,422.9953568,4,439.2139552,2,379.4376872,2,318.4390616,1,F,university,single,08/01/1978,0
29841079,4760.248071,2,4779.179707,2,4654.707927,2,4595.229795,2,4344.676301,2,4314.44531,2,M,graduate school,single,03/01/1993,1
51244911,-2.98136,-1,128.4668024,0,291.9645848,0,337.6986472,0,2154.002786,0,2173.530694,0,M,high school,single,03/01/1964,0
53185728,0.0,-2,0.0,-2,0.0,-2,0.0,2,121.5798608,2,389.1569208,2,M,high school,married,28/01/1974,1
