,CUM_SHOP_JUL,PAY_JUL,CUM_SHOP_AUG,PAY_AUG,CUM_SHOP_SEP,PAY_SEP,CUM_SHOP_OCT,PAY_OCT,CUM_SHOP_NOV,PAY_NOV,CUM_SHOP_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
49902601,-174.260492,-2,654.7960968,-2,1266.3028464,-2,1931.7423984,-2,2239.00136,-2,2505.7734528,-2,F,university,single,14/01/1979,0
50561918,-9.838488,-2,169.043112,-2,220.5610128,-2,274.1956792,-2,330.5731968,-2,444.9083528,-2,F,university,married,09/01/1981,0
46730642,380.3022816,0,530.6224528,0,536.048528,0,577.1018552,2,611.1191728,2,618.7216408,2,M,university,single,24/01/1994,1
13673924,2484.21822,0,2507.32376,0,2560.719918,2,2623.089969,2,2675.979295,2,2726.304652,1,F,high school,married,20/01/1958,0
16303077,256.8739776,0,272.8838808,2,293.1571288,2,308.868896,2,361.937104,0,410.7419672,0,F,high school,single,28/01/1962,0
17507873,323.924764,0,329.4104664,0,343.6315536,2,357.5246912,0,361.7582224,0,415.2140072,0,M,university,single,01/01/1994,0
35350659,1232.9116144,0,1258.5214968,0,1282.9984628,0,1303.0928284,0,1331.8331388,0,1359.5299738,0,M,high school,married,26/01/1982,0
33327740,117.7935336,0,124.322712,0,130.4643136,0,232.6355208,0,235.8553896,0,241.6094144,0,M,university,single,23/01/1994,0
37153557,6230.29706,0,6336.13534,0,6435.712764,0,6581.68015,0,6679.617826,0,6817.505726,0,F,university,married,10/01/1984,0
35682819,270.3199112,-2,299.2391032,-2,407.8202344,-2,438.5282424,-2,495.1740824,-2,528.5653144,-2,M,university,married,05/01/1968,0
22830059,194.9213168,-1,634.1650856,0,1165.6521328,0,1468.5881224,0,1988.447866,0,2133.6699116,0,M,university,single,28/01/1994,0
58275848,-14.757732,2,-10.285692,3,-10.285692,-1,-10.285692,-2,-10.285692,-2,-10.285692,1,F,high school,married,27/01/1977,0
47179081,257.589504,0,262.0019168,0,270.707488,0,279.4726864,0,288.1186304,0,296.1384888,0,M,university,single,27/01/1992,0
23138056,425.4698856,-1,425.4698856,-2,425.4698856,0,2436.3972056,0,2939.2035696,0,3109.4094116,0,M,university,single,26/01/1962,0
28616704,523.4373752,0,532.619964,0,541.265908,0,550.0907336,0,558.557796,0,566.2497048,2,M,high school,married,18/01/1982,0
14984913,855.0838616,0,872.1074272,0,917.1557768,0,1043.9828312,0,1109.2746152,0,1124.121788,0,M,graduate school,married,21/01/1979,1
27747208,14.3701552,-2,23.7912528,-2,23.7912528,-2,33.2123504,-2,52.0545456,-2,52.0545456,-2,F,graduate school,single,01/01/1977,0
56036716,0.0,0,76.3526296,0,132.9984696,0,154.7623976,2,331.1098416,2,337.5793928,2,F,graduate school,single,09/01/1994,1
45674314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,23/01/1974,0
31353338,439.3630232,0,451.4673448,0,463.0350216,0,479.1641792,0,494.9653872,0,510.0212552,0,F,high school,married,09/01/1963,0
44176526,2034.539691,0,2066.3209888,0,2098.3407952,0,2156.6561966,0,2212.3480016,0,2267.4435348,0,M,graduate school,single,31/01/1983,0
25718125,688.4258376,0,1418.292579,0,1047.351768,0,1317.4331704,0,1497.3880602,2,1529.4973072,2,M,graduate school,single,24/01/1980,1
27874748,0.0,0,573.315528,0,579.278248,0,614.3688552,0,848.4652424,2,867.426692,1,M,university,single,15/01/1982,0
23425314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,93.465636,-1,F,graduate school,married,23/01/1979,0
53012372,2476.705193,0,2522.498882,0,2563.283887,0,2602.190635,0,2638.116023,0,2691.780503,0,F,graduate school,single,17/01/1987,0
36112762,4.024836,-2,11.4186088,-2,25.4608144,-2,39.50302,-2,94.509112,-2,131.6568576,-2,F,graduate school,single,29/01/1983,0
26882469,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,195.428148,0,F,graduate school,married,06/01/1978,0
42504404,1913.5262892,0,2053.3818864,0,2132.3282994,0,2269.023655,0,2304.91923,0,2433.7139816,0,F,university,married,09/01/1985,0
15259008,0.0,-2,0.0,-2,0.0,-2,0.0,2,73.78866,2,153.9276168,1,F,university,married,01/01/1969,1
14225769,0.0,-2,0.0,-2,0.0,-2,0.0,0,4864.536044,0,4982.3593916,0,M,university,single,29/01/1988,0
18434214,3755.321056,0,3818.734583,0,3878.0040202,0,3981.8149752,0,6488.5126494,2,6641.1880954,1,M,graduate school,married,29/01/1973,1
54719570,1069.384018,2,1091.654778,2,1113.031129,2,1139.058402,2,1164.817352,2,1189.6222672,3,F,graduate school,single,20/01/1989,1
48965302,586.1651896,0,595.4670328,0,604.321672,0,613.2359384,0,643.97376,0,652.5600768,0,M,university,single,28/01/1989,0
12194391,131.0009584,0,133.2966056,-1,141.9723632,-1,159.3238784,-1,159.3238784,-1,176.6753936,-1,M,graduate school,single,30/01/1964,0
40465954,43.1402792,-1,75.6371032,-1,94.2407896,-1,109.1475896,2,109.1475896,-1,109.1475896,1,F,other,single,09/01/1990,0
42811697,596.272,0,596.272,0,596.272,0,614.16016,2,636.4309192,0,653.7526208,0,F,university,single,,0
19482763,749.6033448,0,786.1548184,0,807.3821016,0,814.9845696,0,822.6764784,0,829.3547248,0,F,university,single,25/01/1993,0
11640981,840.3261296,0,873.8664296,0,2053.5607684,0,2407.0009956,0,2667.8998096,0,2719.5965916,2,F,graduate school,single,21/01/1966,1
44106552,3723.808081,0,3782.660127,0,4986.145718,2,5114.7317752,0,5229.9017122,0,5539.9631522,0,M,university,married,02/01/1967,0
17542728,1673.1690454,0,1733.3627038,0,1826.9774078,0,2404.2283312,0,2567.7857406,0,2627.5620086,0,F,graduate school,single,12/01/1991,0
58877422,29.8136,-2,201.3312408,-2,317.067636,-2,472.396492,-2,564.5801432,-2,775.3622952,-2,F,high school,,09/01/1979,0
14817300,40.2781736,0,40.2781736,-1,40.2781736,-2,40.2781736,0,128.6158704,0,439.5717184,0,F,university,single,25/01/1991,0
34759410,2424.799715,0,2483.234371,0,2540.237974,0,3497.075653,0,4015.713038,0,4977.261266,0,F,university,married,21/01/1980,0
57651201,3110.393261,0,3417.145391,0,3608.429449,0,3802.1880356,0,4000.0608986,0,4195.7573686,0,F,graduate school,single,25/01/1985,0
34314186,214.568479,-1,1240.484269,0,1678.7143756,-1,2388.5165644,-1,3174.9098916,-1,3794.0191092,-1,M,graduate school,single,14/01/1987,0
31011514,800.6740416,0,830.0702512,0,858.780748,0,892.1421664,0,926.5172472,0,971.6550376,0,F,high school,single,09/01/1965,1
57180533,3113.7920114,0,3172.9123804,0,3242.0501184,-1,6610.3906462,-1,6681.8240318,-1,15697.3374178,0,M,other,married,03/01/1964,0
14307770,515.8050936,0,758.6368656,0,771.7548496,0,791.9386568,0,814.2988568,0,833.6180696,0,M,university,married,26/01/1977,0
50058832,3450.983827,0,3507.24209,0,3559.41589,0,4241.372177,0,5664.196423,0,5800.742711,0,F,graduate school,single,11/01/1983,0
19290751,-42.7527024,-2,-42.7527024,-2,-42.7527024,-2,-42.7527024,-2,-42.7527024,-1,-5.6943976,-1,F,university,single,21/01/1988,0
38095649,776.4057712,0,789.5535688,0,1592.5530712,0,2166.584126,0,2231.041129,0,2452.8543128,0,F,high school,single,18/01/1973,1
40622577,4840.685164,0,5100.600129,0,5183.42231,0,5261.414687,0,5387.526215,0,5817.825904,0,M,graduate school,married,10/01/1968,0
39360422,560.8832568,0,282.4540464,0,300.6999696,0,320.2576912,0,339.1297,0,397.3258472,0,M,university,married,10/01/1983,0
51888682,0.0,-2,0.0,-2,0.0,-2,0.0,0,1074.03494,0,1414.148489,0,F,university,single,18/01/1975,0
42708913,1849.456862,0,3812.443914,0,5146.364005,0,5714.641034,0,5935.500183,0,6110.7445238,0,M,university,single,09/01/1981,0
17978679,171.6368952,0,190.6877856,2,213.7933256,0,232.247944,0,255.4727384,0,278.3993968,0,F,university,married,04/01/1974,0
16465347,0.0,-1,158.2505888,-1,668.868116,2,1069.4734592,2,1088.5243496,-1,1647.9169264,-1,F,university,single,22/01/1995,0
56224628,444.6102168,0,535.4224424,0,949.6824144,0,961.041396,2,988.4102808,2,1010.8897352,2,M,high school,married,17/01/1978,0
55132008,303.1446848,0,463.3629712,-1,789.613196,-1,815.5212144,-1,815.5212144,-1,877.3844344,-1,F,university,married,15/01/1984,0
39053772,1949.272795,2,1986.688863,2,2022.345929,2,2071.62781,0,2119.657519,0,2164.705869,0,M,graduate school,single,29/01/1989,0
57778720,653.3948576,0,664.5153304,2,679.5711984,2,699.3674288,2,882.7508824,2,906.9595256,1,M,graduate school,single,08/01/1982,0
57560665,1411.495078,2,1464.473846,0,1563.991642,0,1629.343054,2,1662.346709,2,1696.06589,1,F,graduate school,single,26/01/1992,0
59399671,1118.665899,0,1165.204929,0,1728.920478,2,1900.318864,0,1963.672764,0,2040.114834,0,M,graduate school,single,23/01/1988,0
26256621,1860.875471,0,2025.655238,0,2531.0553854,0,2858.1105778,0,3080.6691012,0,3340.6735072,0,F,high school,married,01/01/1975,0
43915012,20.0049256,0,54.5290744,0,74.6532544,0,129.3015832,0,185.3213376,0,241.639228,0,M,university,married,09/01/1985,0
53043634,2514.806974,2,2562.06153,2,2605.022927,2,2674.130852,2,2741.748097,2,2809.693291,1,F,university,married,19/01/1987,0
15245631,3120.470258,0,3457.811142,0,4422.072406,0,4961.4004306,0,5402.7609646,0,5686.3479276,-1,F,university,married,02/01/1979,0
48898147,-5.96272,-2,-5.96272,0,213.1970536,0,387.129596,-1,593.7676576,-1,792.445488,-1,M,university,single,30/01/1987,0
14293401,536.4659184,0,604.5601808,0,612.6098528,0,620.719152,0,639.4719064,0,671.8196624,-1,M,graduate school,single,13/01/1990,0
31576423,871.0639512,0,889.9955872,0,913.4290768,0,936.4749896,0,958.5668672,0,980.5394904,0,F,university,single,06/01/1990,0
25970922,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,married,10/01/1972,0
43904937,3476.951473,0,4019.052162,0,4643.259505,0,6197.591541,0,6867.383878,0,6973.699176,0,M,high school,married,02/01/1982,0
14811882,-305.1123824,-2,-189.018224,-2,170.5934192,-2,618.3936912,-2,1054.1194552,-2,1639.5393048,-2,M,university,single,08/01/1980,0
31246977,-654.5874016,0,171.3685728,0,622.4185272,0,754.0753848,0,884.569512,0,1016.5245056,0,F,university,single,03/01/1990,0
13319779,100.4122048,-1,561.0323248,0,613.0272432,-1,1282.432004,0,1970.529892,0,2217.3566864,0,F,graduate school,single,01/01/1985,0
21343766,1849.874253,0,1889.85429,0,1924.378439,0,1958.574638,0,1991.280158,0,2024.373254,-1,M,high school,married,10/01/1986,0
35431375,3058.607038,0,3483.4508376,0,3959.0970116,0,4791.7312326,0,5256.7935788,0,5718.0397846,0,F,graduate school,single,19/01/1985,0
41541071,-95.9401648,0,-27.7862752,0,155.8058736,-1,486.408884,-1,1734.793757,-1,1734.7937568,1,F,high school,single,21/01/1984,0
27800416,-158.0418936,-2,-138.3649176,-2,-69.018484,-2,-20.422316,-2,155.77606,-2,295.0353856,-2,F,graduate school,married,28/01/1965,0
28301376,0.0,-2,0.0,-2,0.0,0,633.688068,0,2963.8594164,0,3069.3101204,0,M,graduate school,single,18/01/1986,0
47570428,19.826044,-1,24.298084,-2,24.298084,-2,24.298084,-1,97.8482352,-1,725.6332104,-1,F,graduate school,married,11/01/1973,0
34946556,2207.816334,0,2340.158905,0,2378.737703,0,2513.256666,0,2553.177077,0,2590.354636,0,F,high school,single,23/01/1984,0
43347686,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,15/01/1969,0
18029305,2676.575567,0,2721.951866,0,2768.013878,0,4358.390557,0,5048.128193,0,5115.924319,0,M,graduate school,married,10/01/1976,0
11687785,501.8225152,0,928.3060632,0,1089.538012,0,1844.6270588,0,2273.078305,0,2362.817241,0,F,graduate school,single,08/01/1987,0
56149821,3994.8435188,2,4070.3613668,2,4143.4941278,2,4256.6069268,2,4367.6625868,2,4475.7965138,1,M,graduate school,married,23/01/1969,1
47301543,68.7799752,0,69.3464336,0,320.2875048,0,413.1866824,0,415.601584,0,511.0647312,0,F,university,single,27/01/1979,0
14255991,387.6066136,0,644.4507776,0,1016.8226416,0,1144.693172,0,2150.6636632,0,2249.1677976,0,M,high school,single,21/01/1989,0
42907956,6.7676872,-2,19.8558576,-2,85.3265232,-2,85.3265232,-2,92.3625328,-2,118.8966368,-2,F,university,married,26/01/1963,0
58775458,-999.411499,-1,-657.6880158,-1,-123.3686766,-1,-57.748943,-1,73.430897,-1,191.939957,-1,M,graduate school,single,10/01/1985,0
37453623,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,66.186192,-1,M,graduate school,single,15/01/1981,0
22322639,324.6104768,0,332.6303352,0,383.8799136,0,492.818808,0,499.974072,0,803.774656,0,M,university,married,03/01/1983,1
29415896,-315.6067696,-1,-276.2528176,2,-259.676456,0,-143.403416,0,-110.757524,0,322.6427792,0,F,graduate school,single,10/01/1983,1
20085436,284.272676,0,301.6540048,0,318.9160792,0,336.4166624,0,353.3507872,0,390.110956,0,F,graduate school,married,19/01/1976,0
10492538,-66.7228368,-1,251.8056656,-1,914.7706888,-1,1416.7720856,-1,1758.6148232,-1,1854.7338696,-1,F,graduate school,single,16/01/1983,0
58136883,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,08/01/1975,1
36208236,2669.599185,0,2796.4560532,0,3648.4094868,0,4401.5904634,0,5123.347906,0,5231.6309008,0,F,high school,married,28/01/1976,0
16123359,-578.6521624,-2,-578.6521624,-2,-578.6521624,-2,-578.6521624,-2,-578.6521624,-2,-578.6521624,-2,M,university,married,13/01/1971,0
49625782,26.1763408,-1,83.7464024,0,83.7464024,2,83.7464024,2,83.7464024,-1,83.7464024,1,F,high school,married,25/01/1965,1
27268339,867.6950144,2,908.4502056,2,927.2924008,2,950.8153312,2,974.010312,2,996.5493936,2,F,high school,married,07/01/1983,0
14814382,0.0,-2,0.0,0,647.402324,0,661.7426656,0,711.4717504,0,743.3723024,0,F,high school,married,20/01/1975,0
21146704,3642.744902,2,4059.002386,2,4131.300366,2,4241.610686,2,4350.072562,2,4456.447487,2,M,university,married,01/01/1978,0
36965860,8566.878333,0,11051.48413,0,12496.57914,0,13918.59841,0,19287.69982,0,19796.8266736,0,M,graduate school,single,06/01/1972,0
22390048,49.6694576,-1,236.4516616,-1,236.4516616,-1,271.4230144,-1,271.4230144,-1,331.0502144,-1,F,graduate school,married,12/01/1947,1
46001887,0.0,-1,4.7105488,-1,69.614756,-1,69.614756,-2,69.614756,-1,103.9898368,-1,F,high school,married,24/01/1975,0
18140855,10.8223368,-1,56.0197544,-1,275.0900872,-1,352.9333968,-2,503.6709584,-2,533.4845584,-2,F,university,single,01/01/1992,0
12362097,5.515516,-1,10.43476,-1,15.354004,-1,20.273248,-1,25.192492,-1,30.111736,-1,F,graduate school,single,02/01/1984,0
14064181,413.5742592,0,421.1767272,0,428.1829232,0,613.2955656,0,665.9761968,0,707.4171008,0,F,graduate school,single,28/01/1993,0
43553867,-927.4116552,0,-924.4601088,-1,-918.557016,-1,-761.290276,0,-757.9809664,-1,-757.9809664,1,F,graduate school,single,23/01/1989,0
30975124,0.0,-2,0.0,-2,0.0,-1,2350.3253424,-1,2898.3589376,0,3604.7623764,0,F,university,single,20/01/1989,0
20261861,-762.0654296,-1,-674.830836,-1,-465.0623464,-1,-398.9954088,-1,-355.825316,-1,-278.1310744,-1,F,high school,married,27/01/1974,0
18418172,188.57102,0,593.9763528,0,1165.175115,0,609.6583064,0,617.9763008,0,635.2085616,0,M,university,single,20/01/1994,0
52754718,-119.0755184,-1,332.1533176,0,700.023328,0,845.8416456,0,1354.1933396,0,2302.6832092,0,F,graduate school,single,27/01/1977,0
41267590,1306.789715,0,2663.755719,0,4179.210821,0,4371.0017094,0,4467.2698234,0,4675.428379,0,F,graduate school,married,04/01/1990,0
43434251,0.0,-2,0.0,-2,0.0,2,74.534,2,74.534,2,74.534,2,F,graduate school,married,02/01/1976,1
55746156,1120.66341,0,1199.848332,0,1333.621955,0,1408.0068872,0,2097.416574,0,2189.749293,0,F,university,single,13/01/1987,0
19085663,340.4414984,0,346.5831,0,352.1284296,-1,1884.5474696,-1,1884.5474696,-2,1884.5474696,1,F,university,single,30/01/1992,0
50161819,-1.49068,-1,24.2682704,-1,41.9179216,2,142.5388216,-1,265.7286168,-1,353.6489232,-1,F,university,married,28/01/1977,0
27310672,3625.900218,2,3688.777101,3,3754.128512,2,3856.627669,2,3956.950433,2,4054.440905,2,M,graduate school,married,01/01/1964,0
41703556,5761.746522,0,5835.237046,0,5894.834433,0,6018.501246,0,6248.274661,0,6441.407162,0,F,graduate school,single,07/01/1988,0
30735244,1872.741284,0,2062.02783,0,2229.3417534,0,2333.1527084,0,2498.9461386,0,2620.0191676,0,M,university,married,31/01/1977,1
10580182,-68.6309072,-1,-20.571384,-1,115.378632,-1,189.912632,-1,207.7709784,-1,327.9496,-1,M,university,married,02/01/1981,0
17341734,1387.286435,0,1406.844157,0,1457.080073,0,1481.646479,0,1502.993017,0,1524.279927,0,M,high school,married,03/01/1977,1
43752591,861.9708032,0,876.0428224,0,890.1446552,2,913.0116864,2,935.103564,2,956.8376784,1,F,university,married,28/01/1977,1
37664751,47.70176,-1,665.9761968,0,852.4006376,0,977.7668256,0,1091.2672008,2,1117.5031688,1,F,university,married,31/01/1993,0
21624785,817.63798,0,866.08508,0,910.5371576,0,935.4315136,0,948.5494976,0,991.3618272,2,F,high school,married,,0
56309208,2764.46606,0,3181.230374,0,3292.822679,0,4015.56397,0,4404.363128,0,4524.839886,0,F,university,married,03/01/1989,0
22082669,41.6794128,-1,54.0818704,0,66.484328,-1,66.484328,-2,91.2892432,-2,103.6917008,1,M,graduate school,married,27/01/1965,1
30586795,1808.19484,0,1863.171118,0,1955.6529056,0,2062.2663396,0,2114.2016304,0,2178.748074,0,F,university,married,24/01/1984,0
28986525,79.75138,-1,116.869312,0,153.987244,0,191.105176,-1,228.223108,-1,265.34104,-1,F,university,married,08/01/1981,0
26703442,0.0,-1,7.8707904,-1,15.7415808,-1,23.6123712,2,31.4831616,-1,39.353952,-1,M,graduate school,married,31/01/1953,0
19677878,267.6068736,-1,958.358172,-1,992.6736256,-1,1048.544312,-1,2678.871214,-1,3048.2319046,-1,M,graduate school,single,26/01/1981,0
18147124,28.5912424,-1,95.3438928,-1,149.81334,-1,344.6154024,-1,410.3543904,-1,485.5741032,-1,M,graduate school,single,09/01/1985,0
12127861,411.278612,0,510.4684592,0,516.7591288,0,522.7516624,2,539.4174648,2,575.0745304,2,F,graduate school,single,11/01/1992,1
27364607,-12.372644,-1,6.111788,-1,54.4992608,-1,95.105384,-1,95.105384,-1,261.8230352,-1,F,university,married,13/01/1975,0
54922116,-234.5734048,-1,820.1423222,-1,797.7224952,0,1087.3914328,-1,1151.4906728,-1,1547.7134168,-1,F,university,single,25/01/1989,0
57849014,1303.838169,0,1315.4356588,0,1338.839335,2,1373.98957,3,1403.594474,4,1433.885092,5,M,university,single,08/01/1984,0
24131070,1677.76034,0,1720.3341612,0,1741.6508852,0,1943.2206342,0,1968.6814488,0,2001.9832398,0,M,graduate school,married,18/01/1970,0
41300207,-705.8966072,-2,-695.6109152,-2,-524.2125288,-2,-383.3730824,-2,-279.2341776,-2,-25.7291368,-2,F,university,single,19/01/1976,0
41961355,2570.767101,0,2629.7384018,0,2690.4388908,2,2792.1927078,2,2893.9465248,0,2992.1823368,0,M,university,single,09/01/1989,0
14627721,1436.5086892,0,1464.026642,0,1489.219134,0,1510.297349,0,1604.538138,0,1654.23741,0,M,university,single,10/01/1979,0
56510236,443.4474864,0,570.5130496,0,699.0692928,0,829.6528608,0,970.9693248,2,1113.4783328,1,F,graduate school,single,15/01/1979,0
53539996,308.8987096,-1,863.3720424,0,990.6761144,0,2141.4512612,0,2200.1840528,0,2232.8895718,2,F,university,married,04/01/1980,0
46103696,-117.614652,-1,95.254452,-1,170.1462152,-1,362.8016984,-1,505.4299608,-1,690.2146536,-1,,university,married,,1
39880494,-12.9391024,-2,-12.9391024,-2,-12.9391024,-2,-12.9391024,-2,-12.9391024,-2,19.8558576,-2,F,graduate school,married,14/01/1958,0
47342166,3617.313902,2,3681.592023,2,3741.1894098,2,3842.9432268,0,3895.2959082,0,3992.5478716,0,M,university,other,22/01/1975,0
56066118,20.12418,-1,31.751484,-1,68.422212,-1,325.9520888,0,354.8116536,0,415.0649392,0,M,university,married,24/01/1968,0
45996090,-165.614548,-1,-57.0632304,-1,24.9241696,-1,203.1498704,-1,274.0466112,2,280.6056032,1,F,graduate school,single,05/01/1991,1
30319611,789.4343144,0,833.141052,0,898.4924632,0,923.8042096,0,1153.0707936,0,1298.978552,0,F,university,married,18/01/1982,0
44086116,-20.4521296,-1,63.9799856,-1,214.8368016,-1,430.2698752,-1,529.0125184,-1,661.7724792,-1,M,graduate school,married,11/01/1971,0
53674798,2288.670818,0,2419.999726,0,2517.9970286,0,2766.9704028,0,2810.8858348,0,2851.1043814,0,F,high school,single,23/01/1989,0
28289683,3647.216942,2,3711.137301,2,3816.230241,2,3920.279705,2,4021.198741,2,4122.952558,1,F,university,single,31/01/1974,0
26479436,0.0,-2,0.0,-2,0.0,-2,0.0,0,753.4492992,0,1571.564297,0,F,graduate school,married,23/01/1980,0
44979973,0.0,-1,651.9041776,-1,899.1185488,0,917.066336,0,939.1582136,0,941.811624,0,M,university,married,08/01/1980,1
45428320,412.8289192,2,422.1903896,3,436.172968,4,452.3915664,2,467.179112,2,480.7144864,1,F,university,single,08/01/1978,0
29841079,4944.496119,2,5032.1182894,2,5116.3417094,2,5241.7078974,2,5365.3747106,2,5484.2117196,2,M,graduate school,single,03/01/1993,1
51244911,11.92544,-1,170.2058424,0,333.7036248,0,385.8774248,0,2264.8199372,0,2367.2594668,0,M,high school,single,03/01/1964,0
53185728,0.0,-2,0.0,-2,0.0,-2,0.0,2,121.5798608,2,389.6339384,2,M,high school,married,28/01/1974,1
18697846,1607.340617,0,1633.516958,0,1657.010074,0,1679.131766,0,1700.0012852,0,1721.0198732,0,F,university,single,03/01/1993,0
