,CUM_SHOP_JUL,PAY_JUL,CUM_SHOP_AUG,PAY_AUG,CUM_SHOP_SEP,PAY_SEP,CUM_SHOP_OCT,PAY_OCT,CUM_SHOP_NOV,PAY_NOV,CUM_SHOP_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
30961119,-0.00901428571429,-1,-0.0131142857143,-1,-0.0120357142857,-1,0.00509285714286,-1,-0.0131142857143,-1,-0.0108571428571,-1,F,high school,single,31/01/1982,0
18897715,0.589166666667,2,0.684866666741,0,0.651188888814,0,0.651433333371,0,0.643277777778,0,0.634372222185,0,M,high school,married,28/01/1977,1
12696362,0.0341219999732,0,0.0677200000134,0,-0.039046,0,-0.0133920000134,-1,0.0860479999866,-1,-0.077426,-1,F,graduate school,married,06/01/1965,0
40407190,0.736033333333,2,0.692766666667,2,0.7087,2,0.653,2,0.673766666667,2,0.5606,2,F,university,married,,1
19419760,0.8385,2,0.812357142857,2,0.761685714382,2,0.783971428667,-1,0.921642857143,2,0.947699999808,2,F,university,single,19/01/1992,0
35978526,0.684574999972,2,0.732104166611,0,0.671158333305,0,0.430275,0,0.424541666611,0,0.4115875,0,F,university,married,04/01/1960,0
48361974,0.132258333333,0,0.117516666667,0,0.094225,2,0.098275,0,0.0771833333333,0,0.0532083333333,0,F,graduate school,single,09/01/1987,1
27564131,0.0329,0,0.0256217391304,0,0.00515217391304,-1,-0.00678695652174,-1,0.0352391304348,0,0.0364956521739,0,F,graduate school,single,30/01/1987,0
45489390,0.158064444415,0,0.116697777748,0,0.0742288889038,0,0.0871244444743,0,0.0973866666369,0,0.0917466666965,0,M,university,single,15/01/1987,0
34687322,-0.0347142857143,0,0.341728571429,0,0.9029,-1,0.985728571524,0,0.985499999904,0,1.05020000019,0,F,university,single,15/01/1972,1
49190836,0.271252381016,0,0.394957142793,0,0.497938095238,0,0.6022,0,0.597876190444,0,0.735109523873,0,F,university,single,26/01/1973,0
34005488,0.0,-2,0.0,-2,0.0,-1,0.02772,-1,0.359930000067,-1,0.0043,-1,F,graduate school,single,22/01/1986,0
58996480,-0.01972,-1,-0.020055,2,-0.01515,0,-0.01711,0,-0.015925,0,-0.01638,0,F,high school,married,16/01/1974,0
41269151,0.8572,0,0.93585,0,0.94585,0,0.90335,0,0.8949,2,0.92525,1,F,high school,single,04/01/1970,0
54925120,0.756899999944,0,0.773233333277,0,0.814854166695,0,0.959908333389,0,0.935116666723,0,0.922387500056,0,F,graduate school,single,01/01/1988,0
56423387,0.0180518518519,-1,0.0101185185185,-1,-0.00404444444444,-1,0.00557777777778,-1,-0.0170074074074,-1,-0.0119592592593,-1,F,graduate school,married,06/01/1966,0
30681904,0.0,-2,0.0,-2,0.0,0,0.40945,0,0.813715000034,0,0.800530000067,2,M,university,single,21/01/1984,1
10872689,0.858979999732,2,0.793120000268,2,0.813720000268,2,0.794260000134,2,0.770039999866,2,0.721379999732,2,F,graduate school,married,21/01/1983,1
52211921,0.123575,0,0.261316666667,0,0.468025000056,0,0.591349999944,0,0.577958333333,0,0.567699999888,0,M,university,single,,0
23909810,0.109253846171,0,0.108838461573,0,0.106048717966,0,0.0820025641026,0,0.0563051282051,0,0.0186025641026,-1,M,graduate school,single,04/01/1988,0
52207017,-0.00296200002683,0,0.0194679999732,0,0.0613020000268,0,0.137493999987,0,0.155546000013,0,0.22314,0,F,university,single,16/01/1982,0
10985930,0.34436,2,0.36646,2,0.3319,2,0.32418,2,0.31578,2,0.30742,1,M,university,married,24/01/1967,1
50206169,0.468758333445,0,0.456449999888,0,0.444474999944,0,0.478741666555,0,0.616408333222,2,0.977574999888,1,F,high school,married,04/01/1955,1
36872849,0.00440689655172,-1,0.00134482758621,-1,0.00104137931034,-1,0.0,-1,0.00548620689655,-1,0.0,-2,F,university,single,16/01/1987,0
31681972,0.0,0,0.1035,0,0.100626666667,0,0.10286,0,0.09612,0,0.0919066666667,0,M,graduate school,single,14/01/1972,0
49902601,-0.05008,-2,-0.001415,-2,-0.0196575,-2,-0.0152775,-2,-0.04517,-2,-0.048565,-2,F,university,single,14/01/1979,0
50561918,-0.0066,-2,0.0534,-2,0.01068,-2,0.01139,-2,0.01231,-2,0.03175,-2,F,university,married,09/01/1981,0
46730642,0.22576,0,0.30652,0,0.28988,0,0.29742,2,0.30018,2,0.21632,2,M,university,single,24/01/1994,1
13673924,0.287327586207,0,0.269310344828,0,0.258244827632,2,0.265458620713,2,0.230196551701,2,0.236017241379,1,F,high school,married,20/01/1958,0
16303077,0.4058,0,0.40765,2,0.44165,2,0.418,2,0.457,0,0.43885,0,F,high school,single,28/01/1962,0
17507873,0.49325,0,0.45245,0,0.4263,2,0.3996,0,0.3067,0,0.33925,0,M,university,single,01/01/1994,0
35350659,0.26402,0,0.259453333333,0,0.253660000089,0,0.247246666577,0,0.242513333244,0,0.235373333378,0,M,high school,married,26/01/1982,0
33327740,0.3451,0,0.267,0,0.2576,0,0.5003,0,0.2184,0,0.0877,0,M,university,single,23/01/1994,0
37153557,0.91125,0,0.890977272727,0,0.869795454545,0,0.846595454606,0,0.820618181879,0,0.808913636425,0,F,university,married,10/01/1984,0
35682819,0.0697153846154,-2,0.00723076923077,-2,0.0279384615385,-2,0.00778461538462,-2,0.0145307692308,-2,0.00851538461538,-2,M,university,married,05/01/1968,0
22830059,0.11076,-1,-0.00058,0,0.35004,0,0.53256,0,0.850920000268,0,0.917420000268,0,M,university,single,28/01/1994,0
58275848,-0.00633333333333,2,-0.0055,3,-0.0055,-1,-0.00716666666667,-2,-0.00716666666667,-2,-0.00716666666667,1,F,high school,married,27/01/1977,0
47179081,0.1628,0,0.15886,0,0.15822,0,0.15482,0,0.13474,0,0.11432,0,M,university,single,27/01/1992,0
23138056,0.24542,-1,-0.08,-2,-0.08,0,1.269,0,1.5533,0,1.36747999973,0,M,university,single,26/01/1962,0
28616704,0.80255,0,0.77475,0,0.75565,0,0.7381,0,0.6875,0,0.6362,2,M,high school,married,18/01/1982,0
14984913,0.942633333333,0,0.928333333333,0,0.912033333333,0,0.987066666667,0,0.9934,0,0.943333333333,0,M,graduate school,married,21/01/1979,1
27747208,0.001328,-2,6.4e-05,-2,-0.0012,-2,6.4e-05,-2,0.001328,-2,-0.0012,-2,F,graduate school,single,01/01/1977,0
56036716,0.0,0,0.05122,0,0.08922,0,0.09982,2,0.21212,2,0.17646,2,F,graduate school,single,09/01/1994,1
45674314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,23/01/1974,0
31353338,0.68685,0,0.65715,0,0.64105,0,0.6181,0,0.5646,0,0.50985,0,F,high school,married,09/01/1963,0
44176526,0.326209999966,0,0.317225,0,0.310425,0,0.308134999966,0,0.30505,0,0.302355000067,0,M,graduate school,single,31/01/1983,0
25718125,0.44162,0,0.896239999866,0,0.6305,0,0.776,0,0.857260000134,2,0.8788,2,M,graduate school,single,24/01/1980,1
27874748,0.0,0,0.9615,0,0.8215,0,0.63035,0,0.72295,2,0.75475,1,M,university,single,15/01/1982,0
23425314,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.015675,-1,F,graduate school,married,23/01/1979,0
53012372,0.156146000013,0,0.149217999973,0,0.141953999987,0,0.134563999987,0,0.126973999987,0,0.120573999987,0,F,graduate school,single,17/01/1987,0
36112762,-0.000361111111111,-2,-0.000844444444444,-2,0.000394444444444,-2,0.000394444444444,-2,0.00802777777778,-2,0.0047,-2,F,graduate school,single,29/01/1983,0
26882469,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.04096875,0,F,graduate school,married,06/01/1978,0
42504404,0.879642857335,0,0.911628571429,0,0.906600000096,0,0.93808571419,0,0.915642857335,0,0.9407,0,F,university,married,09/01/1985,0
15259008,0.0,-2,0.0,-2,0.0,-2,0.0,2,0.0825,2,0.1721,1,F,university,married,01/01/1969,1
14225769,0.0,-2,0.0,-2,0.0,-2,0.0,0,1.07776666667,0,1.04700666676,0,M,university,single,29/01/1988,0
18434214,0.6048,0,0.591934999966,0,0.555115000034,0,0.550025,0,0.941359999966,2,0.966965000034,1,M,graduate school,married,29/01/1973,1
54719570,0.695379999732,2,0.680320000268,2,0.664660000134,2,0.652120000268,2,0.6434,2,0.62004,3,F,graduate school,single,20/01/1989,1
48965302,0.3807,0,0.37194,0,0.36382,0,0.3562,0,0.35084,0,0.33038,0,M,university,single,28/01/1989,0
12194391,0.0130538461538,0,0.00950384615385,-1,-0.00657307692308,-1,-0.00545384615385,-1,-0.00769230769231,-1,-0.00545384615385,-1,M,graduate school,single,30/01/1964,0
40465954,-0.000252173913043,-1,-0.00834782608696,-1,-0.0103739130435,-1,-0.0109130434783,2,-0.0109130434783,-1,-0.0130869565217,1,F,other,single,09/01/1990,0
42811697,1.0,0,0.95,0,0.95,0,0.93,2,0.96735,0,0.8264,0,F,university,single,,0
19482763,0.23918,0,0.18144,0,0.15856,0,0.13111,0,0.12114,0,0.1108,0,F,university,single,25/01/1993,0
11640981,0.388371428571,0,0.331028571429,0,0.782014285906,0,0.808057142665,0,0.890214285714,0,0.857842856951,2,F,graduate school,single,21/01/1966,1
44106552,0.44408518521,0,0.432877777753,0,0.563866666617,2,0.579814814815,0,0.534862962988,0,0.54708518521,0,M,university,married,02/01/1967,0
17542728,0.677062499916,0,0.675437499916,0,0.688437499916,0,0.904725,0,0.942624999916,0,0.930187499916,0,F,graduate school,single,12/01/1991,0
58877422,0.0125,-2,0.0598125,-2,0.048525,-2,0.065125,-2,0.0385875,-2,0.088375,-2,F,high school,,09/01/1979,0
14817300,0.00750555555556,0,0.00195,-1,3.31011656015e-19,-2,3.31011656015e-19,0,0.0164611111111,0,0.0632944444444,0,F,university,single,25/01/1991,0
34759410,0.271834482735,0,0.268248275839,0,0.266220689609,0,0.366544827609,0,0.416151724092,0,0.514951724184,0,F,university,married,21/01/1980,0
57651201,0.477752380984,0,0.507699999968,0,0.514442857175,0,0.526171428635,0,0.533966666699,0,0.541414285682,0,F,graduate school,single,25/01/1985,0
34314186,-0.0850460000134,-1,-0.130616000013,0,-0.157282,-1,-0.151438,-1,-0.146908,-1,-0.157598,-1,M,graduate school,single,14/01/1987,0
31011514,0.51718,0,0.51314,0,0.50966,0,0.50982,0,0.4983,0,0.49332,0,F,high school,single,09/01/1965,1
57180533,0.347089655196,0,0.341168965564,0,0.33645862069,-1,-0.0184965517241,-1,-0.0192137931034,-1,1.0166344828,0,M,other,married,03/01/1964,0
14307770,0.057204,0,0.081784,0,0.075544,0,0.072252,0,0.067252,0,0.057844,0,M,university,married,26/01/1977,0
50058832,0.483704347797,0,0.470169565159,0,0.460386956463,0,0.540273913073,0,0.721682608666,0,0.711160869536,0,F,graduate school,single,11/01/1983,0
19290751,-0.01434,-2,-0.01434,-2,-0.01434,-2,-0.01434,-2,-0.01434,-1,-0.008125,-1,F,university,single,21/01/1988,0
38095649,0.357714285714,0,0.350171428571,0,0.706371428571,0,0.968171428763,0,0.963342857239,0,1.01094285714,0,F,high school,single,18/01/1973,1
40622577,0.863138888889,0,0.872683333371,0,0.849227777852,0,0.824872222185,0,0.815038888852,0,0.850777777778,0,M,graduate school,married,10/01/1968,0
39360422,1.7813,0,0.8123,0,0.84,0,0.7919,0,0.7352,0,0.8146,0,M,university,married,10/01/1983,0
51888682,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.7205,0,0.908160000134,0,F,university,single,18/01/1975,0
42708913,0.247641666611,0,0.511983333389,0,0.687991666695,0,0.734079166611,0,0.731612499972,0,0.726924999972,0,M,university,single,09/01/1981,0
17978679,0.0163347826087,0,0.0147652173913,2,0.0181347826087,0,0.0121304347826,0,0.0103,0,0.00799130434783,0,F,university,married,04/01/1974,0
16465347,0.0,-1,0.2654,-1,0.0181,2,0.68855,2,0.7205,-1,0.93815,-1,F,university,single,22/01/1995,0
56224628,0.162033333333,0,0.1846,0,0.3278,0,0.309355555556,2,0.319555555556,2,0.312377777778,2,M,high school,married,17/01/1978,0
55132008,0.0235076923077,0,0.0203641025641,-1,0.0229307692308,-1,-0.00337948717949,-1,-0.00512820512821,-1,0.000192307692308,-1,F,university,married,15/01/1984,0
39053772,0.698688888814,2,0.684855555481,2,0.66925555563,2,0.652066666816,0,0.58774444437,0,0.573422222297,0,M,graduate school,single,29/01/1989,0
57778720,0.6972,0,0.6763,2,0.693133333333,2,0.655266666667,2,0.8603,2,0.8307,1,M,graduate school,single,08/01/1982,0
57560665,0.906879999732,2,0.942420000268,0,0.939179999732,0,0.941020000268,2,0.963160000134,2,0.935779999732,1,F,graduate school,single,26/01/1992,0
59399671,0.598699999888,0,0.598050000112,0,0.88651666689,2,0.982166666667,0,0.935833333333,0,0.931899999776,0,M,graduate school,single,23/01/1988,0
26256621,0.682411111037,0,0.692711110962,0,0.851299999925,0,0.917477777852,0,0.961322222073,0,0.947111111111,0,F,high school,married,01/01/1975,0
43915012,0.00958571428571,0,0.0189571428571,0,0.0214142857143,0,0.0332857142857,0,0.0457714285714,0,0.0512571428571,0,M,university,married,09/01/1985,0
53043634,0.593469230872,2,0.605661538565,2,0.562899999948,2,0.580730769231,2,0.56663846159,2,0.545707692256,1,F,university,married,19/01/1987,0
15245631,0.56274117655,0,0.594005882432,0,0.754847058745,0,0.825900000039,0,0.871805882313,0,0.886582352862,-1,F,university,married,02/01/1979,0
48898147,-0.000512820512821,-2,-0.000512820512821,0,0.0183358974359,0,0.0153461538462,-1,0.0177717948718,-1,0.0170871794872,-1,M,university,single,30/01/1987,0
14293401,0.34588,0,0.37248,0,0.36376,0,0.35608,0,0.34322,0,0.33234,-1,M,graduate school,single,13/01/1990,0
31576423,0.0989892857143,0,0.0959,0,0.09335,0,0.0896821428571,0,0.0859,0,0.0821035714286,0,F,university,single,06/01/1990,0
25970922,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,married,10/01/1972,0
43904937,0.558115000034,0,0.599030000067,0,0.653715000034,0,0.884390000034,0,0.946719999933,0,0.91455,0,M,high school,married,02/01/1982,0
14811882,-0.0836029411765,-2,-0.0955529411765,-2,-0.0715294117647,-2,-0.0628352941176,-2,-0.0641058823529,-2,-0.0492764705882,-2,M,university,single,08/01/1980,0
31246977,-2.1478,0,-1.9654,0,-1.21165,0,-1.0426,0,-0.89875,0,-0.82745,0,F,university,single,03/01/1990,0
13319779,-0.0114434782609,-1,0.015,0,-0.0295913043478,-1,-0.00108695652174,0,0.0775217391304,0,0.0917782608696,0,F,graduate school,single,01/01/1985,0
21343766,0.339155555593,0,0.329938888814,0,0.322483333296,0,0.316633333259,0,0.310783333408,0,0.305283333408,-1,M,high school,married,10/01/1986,0
35431375,0.183441463447,0,0.19387804878,0,0.198034146309,0,0.192980487789,0,0.192302438992,0,0.193443902423,0,F,graduate school,single,19/01/1985,0
41541071,-0.090625,0,-0.06205,0,0.014925,-1,0.0372875,-1,0.422612500084,-1,-0.1025125,1,F,high school,single,21/01/1984,0
27800416,-0.0704411764706,-2,-0.0746352941176,-2,-0.0648352941176,-2,-0.0689294117647,-2,-0.0437529411765,-2,-0.0510647058824,-2,F,graduate school,married,28/01/1965,0
28301376,0.0,-2,0.0,-2,0.0,0,0.21255,0,0.983639999866,0,0.968460000134,0,M,graduate school,single,18/01/1986,0
47570428,0.0083125,-1,-0.0023125,-2,-0.0023125,-2,-0.0023125,-1,0.028525,-1,0.2632125,-1,F,graduate school,married,11/01/1973,0
34946556,0.848174999832,0,0.864912500084,0,0.837337499916,0,0.856237499832,0,0.832975000084,0,0.8123125,0,F,high school,single,23/01/1984,0
43347686,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,15/01/1969,0
18029305,0.38534999997,0,0.360449999939,0,0.335654545394,0,0.55540000003,0,0.624195454576,0,0.543622727242,0,M,graduate school,married,10/01/1976,0
11687785,0.169028571429,0,0.287671428571,0,0.329214285714,0,0.677199999808,0,0.80911428581,0,0.809257142953,0,F,graduate school,single,08/01/1987,0
56149821,0.512154166723,2,0.522708333277,2,0.509595833305,2,0.479570833389,2,0.470091666723,2,0.483120833361,1,M,graduate school,married,23/01/1969,1
47301543,-0.00462,0,-0.0245133333333,0,0.0182666666667,0,0.0184666666667,0,-0.00108666666667,0,0.00026,0,F,university,single,27/01/1979,0
14255991,0.050005,0,0.077905,0,0.12523,0,0.13149,0,0.2752,0,0.271125,0,M,high school,single,21/01/1989,0
42907956,-0.00262916666667,-2,-0.00532083333333,-2,0.00199166666667,-2,-0.00715,-2,-0.00616666666667,-2,-0.00344166666667,-2,F,university,married,26/01/1963,0
58775458,-0.15691999997,-1,-0.139406666637,-1,-0.12513999997,-1,-0.160015555526,-1,-0.155082222192,-1,-0.156053333304,-1,M,graduate school,single,10/01/1985,0
37453623,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.00616666666667,-1,M,graduate school,single,15/01/1981,0
22322639,0.05776,0,-0.03686,0,-0.02248,0,-0.0494,0,-0.0686,0,0.1092,0,M,university,married,03/01/1983,1
29415896,-0.102042857143,-1,-0.096980952381,2,-0.0943571428571,0,-0.0839904761905,0,-0.0974571428571,0,-0.0333523809524,0,F,graduate school,single,10/01/1983,1
20085436,0.042675,0,0.04059,0,0.040985,0,0.038175,0,0.03523,0,0.035705,0,F,graduate school,married,19/01/1976,0
10492538,-0.0397181818182,-1,-0.0105272727273,-1,0.0419863636364,-1,0.0174454545455,-1,-0.00714545454545,-1,-0.0444681818182,-1,F,graduate school,single,16/01/1983,0
58136883,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,08/01/1975,1
36208236,0.507988235334,0,0.514211764785,0,0.133623529412,0,0.274482352902,0,0.396735294118,0,0.396552941098,0,F,high school,married,28/01/1976,0
16123359,-1.9409,-2,-1.9409,-2,-1.9409,-2,-1.9409,-2,-1.9409,-2,-1.9409,-2,M,university,married,13/01/1971,0
49625782,0.00487777777778,-1,0.0107277777778,0,0.000172222222222,2,0.000172222222222,2,0.000172222222222,-1,4.96517484023e-19,1,F,high school,married,25/01/1965,1
27268339,0.9268,2,0.972366666667,2,0.9501,2,0.8864,2,0.912333333333,2,0.817533333333,2,F,high school,married,07/01/1983,0
14814382,0.0,-2,0.0,0,0.144766666667,0,0.141306666667,0,0.142426666667,0,0.13956,0,F,high school,married,20/01/1975,0
21146704,0.837028571333,2,0.936757142953,2,0.919792857239,2,0.869078571524,2,0.895064285618,2,0.870549999952,2,M,university,married,01/01/1978,0
36965860,0.84953939396,0,1.08086666671,0,1.18229393988,0,1.29046666622,0,1.79376666618,0,1.7879363638,0,M,graduate school,single,06/01/1972,0
22390048,0.00212888888889,-1,0.0107755555556,-1,-0.00314666666667,-1,-0.00054,-1,-0.00314666666667,-1,0.00129777777778,-1,F,graduate school,married,12/01/1947,1
46001887,0.0,-1,0.000607692307692,-1,0.00837307692308,-1,-1.53846153846e-05,-2,-1.53846153846e-05,-1,0.00440384615385,-1,F,high school,married,24/01/1975,0
18140855,-0.0084380952381,-1,-0.0131523809524,-1,0.0143952380952,-1,-0.0118952380952,-2,-0.000347619047619,-2,-0.0157,-2,F,university,single,01/01/1992,0
12362097,0.00022,-1,-0.00038,-1,-0.00038,-1,-0.00038,-1,-0.00038,-1,-0.00038,-1,F,graduate school,single,02/01/1984,0
14064181,0.5936,0,0.55635,0,0.5181,0,0.77855,0,0.8019,0,0.7995,0,F,graduate school,single,28/01/1993,0
43553867,-0.546976923077,0,-0.584676923077,-1,-0.613861538462,-1,-0.574807692308,0,-0.604723076923,-1,-0.615384615385,1,F,graduate school,single,23/01/1989,0
30975124,0.0,-2,0.0,-2,0.0,-1,0.09417,-1,0.09191,0,0.185380000067,0,F,university,single,20/01/1989,0
20261861,-0.431233333333,-1,-0.415183333333,-1,-0.378383333333,-1,-0.418466666667,-1,-0.42995,-1,-0.416566666667,-1,F,high school,married,27/01/1974,0
18418172,0.29125,0,0.94615,0,1.85409999966,0,0.86345,0,0.807,0,0.77195,0,M,university,single,20/01/1994,0
52754718,-0.0677352941176,-1,0.000547058823529,0,0.0486176470588,0,0.0389294117647,0,0.109817647138,0,0.267482352862,0,F,graduate school,single,27/01/1977,0
41267590,0.421519999933,0,0.40615,0,0.901710000134,0,0.93875,0,0.924889999866,0,0.9517,0,F,graduate school,married,04/01/1990,0
43434251,0.0,-2,0.0,-2,0.0,2,0.0104166666667,2,0.0104166666667,2,0.0104166666667,2,F,graduate school,married,02/01/1976,1
55746156,0.150355999946,0,0.12898,0,0.134927999973,0,0.132908,0,0.185404000054,0,0.187792000027,0,F,university,single,13/01/1987,0
19085663,0.198,0,0.18212,0,0.16584,-1,0.96724,-1,-0.06076,-2,-0.06076,1,F,university,single,30/01/1992,0
50161819,-0.0108117647059,-1,-0.0159529411765,-1,-0.0175529411765,2,0.0023,-1,0.00327058823529,-1,-0.0037,-1,F,university,married,28/01/1977,0
27310672,1.01349166655,2,0.991066666723,3,0.996833333333,2,0.960483333389,2,0.938525000056,2,0.938275000056,2,M,graduate school,married,01/01/1964,0
41703556,0.780245833277,0,0.765099999944,0,0.748429166695,0,0.739462500056,0,0.740325000028,0,0.737316666723,0,F,graduate school,single,07/01/1988,0
30735244,0.797357142857,0,0.773628571237,0,0.810671428476,0,0.817557142665,0,0.828542857239,0,0.815128571237,0,M,university,married,31/01/1977,1
10580182,-0.04434,-1,-0.04728,-1,-0.0276133333333,-1,-0.0414333333333,-1,-0.05404,-1,-0.03112,-1,M,university,married,02/01/1981,0
17341734,0.890639999866,0,0.863760000134,0,0.857460000134,0,0.833939999866,0,0.808260000134,0,0.782539999866,0,M,high school,married,03/01/1977,1
43752591,0.55624,0,0.53568,0,0.52314,2,0.53848,2,0.4833,2,0.49788,1,F,university,married,28/01/1977,1
37664751,0.0533333333333,-1,0.6878,0,0.864833333333,0,0.8307,0,0.9076,2,0.936933333333,1,F,university,married,31/01/1993,0
21624785,0.864166666667,0,0.8841,0,0.895,0,0.8648,0,0.8128,0,0.812666666667,2,F,high school,married,,0
56309208,0.626607142857,0,0.690742857047,0,0.681764285666,0,0.819207142761,0,0.876642857143,0,0.834078571524,0,F,university,married,03/01/1989,0
22082669,0.01165,-1,0.00346666666667,0,0.00693333333333,-1,-0.0104,-2,-0.00346666666667,-2,-1.48955245207e-18,1,M,graduate school,married,27/01/1965,1
30586795,1.01083333333,0,0.95323333311,0,0.968416666667,0,0.993850000224,0,0.987333333333,0,0.987899999776,0,F,university,married,24/01/1984,0
28986525,0.0243181818182,-1,0.0113181818182,0,0.0226363636364,0,0.0135454545455,-1,0.0113181818182,-1,0.0113181818182,-1,F,university,married,08/01/1981,0
26703442,-0.00528,-1,-0.00528,-1,-0.00528,-1,-0.00528,2,0.0,-1,-0.00528,-1,M,graduate school,married,31/01/1953,0
19677878,0.03575,-1,0.0932375,-1,0.00149583333333,-1,0.00450833333333,-1,0.224549999944,-1,0.0463083333333,-1,M,graduate school,single,26/01/1981,0
18147124,-0.00128965517241,-1,-0.00204655172414,-1,-0.00275172413793,-1,0.00536724137931,-1,-0.00213793103448,-1,-0.00156379310345,-1,M,graduate school,single,09/01/1985,0
12127861,0.453066666667,0,0.5417,0,0.5154,0,0.488766666667,2,0.5074,2,0.397266666667,2,F,graduate school,single,11/01/1992,1
27364607,-0.008395,-1,-0.00954,-1,-0.004525,-1,-0.00611,-1,-0.01264,-1,0.01532,-1,F,university,married,13/01/1975,0
54922116,-0.22829,-1,-0.201015000034,-1,-0.240835,0,-0.30729,-1,-0.36715,-1,-0.311475,-1,F,university,single,25/01/1989,0
57849014,0.849160000134,0,0.829779999732,0,0.820239999866,2,0.843820000268,3,0.863679999732,4,0.884,5,M,university,single,08/01/1984,0
24131070,0.7034375,0,0.612575000168,0,0.571512500168,0,0.634587499916,0,0.623125,0,0.612087499916,0,M,graduate school,married,18/01/1970,0
41300207,-0.31802,-2,-0.318046666667,-2,-0.28202,-2,-0.288853333333,-2,-0.29706,-2,-0.2638,-2,F,university,single,19/01/1976,0
41961355,0.313925000042,0,0.295300000042,0,0.276774999916,2,0.298106249958,2,0.2881875,0,0.23378125,0,M,university,single,09/01/1989,0
14627721,0.921400000268,0,0.899400000268,0,0.880300000268,0,0.860440000134,0,0.888659999732,0,0.879600000268,0,M,university,single,10/01/1979,0
56510236,0.0479133333333,0,0.0587866666667,0,0.07106,0,0.08315,0,0.09435,2,0.110283333333,1,F,graduate school,single,15/01/1979,0
53539996,0.18722,-1,0.15918,0,0.21114,0,0.971120000268,0,0.9452,0,0.907139999866,2,F,university,married,04/01/1980,0
46103696,-0.0438033333333,-1,-0.06816,-1,-0.0597866666667,-1,-0.0397666666667,-1,-0.04536,-1,-0.0406666666667,-1,,university,married,,1
39880494,-0.0027125,-2,-0.0027125,-2,-0.0027125,-2,-0.0027125,-2,-0.0027125,-2,0.000725,-2,F,graduate school,married,14/01/1958,0
47342166,0.583655000067,2,0.594434999966,2,0.535390000034,2,0.552455000067,0,0.489890000034,0,0.486880000067,0,M,university,other,22/01/1975,0
56066118,0.00657142857143,-1,-0.000571428571429,-1,0.0114285714286,-1,0.117257142857,0,0.102514285714,0,0.114414285714,0,M,university,married,24/01/1968,0
45996090,-0.0988076923077,-1,-0.0841461538462,-1,-0.091,-1,-0.0661692307692,-1,-0.0940307692308,2,-0.0923384615385,1,F,graduate school,single,05/01/1991,1
30319611,0.278655555556,0,0.2837,0,0.296944444444,0,0.0619333333333,0,0.132933333333,0,0.172866666667,0,F,university,married,18/01/1982,0
44086116,-0.0181222222222,-1,-0.0128888888889,-1,-0.000511111111111,-1,0.0115222222222,-1,-0.0102333333333,-1,-0.00388333333333,-1,M,graduate school,married,11/01/1971,0
